"Climate profile","Temp_continuous","Proportion_continuous"
"Cold variable",-1.8,0.102229688471231
"Cold variable",-1.7,0.104748361607709
"Cold variable",-1.6,0.107219987994183
"Cold variable",-1.5,0.109645300897625
"Cold variable",-1.4,0.112025033585004
"Cold variable",-1.3,0.11435991932329
"Cold variable",-1.2,0.116650691379454
"Cold variable",-1.1,0.118898083020466
"Cold variable",-1,0.121102827513296
"Cold variable",-0.899999999999999,0.123265658124915
"Cold variable",-0.8,0.125387308122292
"Cold variable",-0.7,0.127468510772398
"Cold variable",-0.6,0.129509999342204
"Cold variable",-0.5,0.131512507098678
"Cold variable",-0.399999999999999,0.133476767308792
"Cold variable",-0.3,0.135403513239516
"Cold variable",-0.199999999999999,0.13729347815782
"Cold variable",-0.0999999999999996,0.139147395330674
"Cold variable",0,0.140965998025049
"Cold variable",0.100000000000001,0.142750019507914
"Cold variable",0.2,0.14450019304624
"Cold variable",0.300000000000001,0.146217251906997
"Cold variable",0.4,0.147901929357156
"Cold variable",0.5,0.149554958663686
"Cold variable",0.600000000000001,0.151177073093558
"Cold variable",0.7,0.152769005913743
"Cold variable",0.800000000000001,0.154331490391209
"Cold variable",0.9,0.155865259792928
"Cold variable",1,0.15737104738587
"Cold variable",1.1,0.158849586437005
"Cold variable",1.2,0.160301610213303
"Cold variable",1.3,0.161727851981734
"Cold variable",1.4,0.163129045009269
"Cold variable",1.5,0.164505922562878
"Cold variable",1.6,0.165859217909531
"Cold variable",1.7,0.167189664316198
"Cold variable",1.8,0.16849799504985
"Cold variable",1.9,0.169784943377457
"Cold variable",2,0.171051242565989
"Cold variable",2.1,0.172297625882416
"Cold variable",2.2,0.173524826593709
"Cold variable",2.3,0.174733577966837
"Cold variable",2.4,0.175924613268771
"Cold variable",2.5,0.177098665766481
"Cold variable",2.6,0.178230708696066
"Cold variable",2.7,0.179296246482695
"Cold variable",2.8,0.180296809176949
"Cold variable",2.9,0.181233926829407
"Cold variable",3,0.182109129490649
"Cold variable",3.1,0.182923947211253
"Cold variable",3.2,0.183679910041801
"Cold variable",3.3,0.184378548032871
"Cold variable",3.4,0.185021391235043
"Cold variable",3.5,0.185609969698897
"Cold variable",3.6,0.186145813475012
"Cold variable",3.7,0.186630452613967
"Cold variable",3.8,0.187065417166343
"Cold variable",3.9,0.187452237182719
"Cold variable",4,0.187792442713674
"Cold variable",4.1,0.188087563809789
"Cold variable",4.2,0.188339130521642
"Cold variable",4.3,0.188548672899813
"Cold variable",4.4,0.188717720994883
"Cold variable",4.5,0.188847804857429
"Cold variable",4.6,0.188940454538033
"Cold variable",4.7,0.188997200087273
"Cold variable",4.8,0.18901957155573
"Cold variable",4.9,0.189009098993982
"Cold variable",5,0.18896731245261
"Cold variable",5.1,0.188895741982192
"Cold variable",5.2,0.188795917633309
"Cold variable",5.3,0.18866936945654
"Cold variable",5.4,0.188517627502465
"Cold variable",5.5,0.188342221821663
"Cold variable",5.6,0.188144682464714
"Cold variable",5.7,0.187926539482198
"Cold variable",5.8,0.187689322924693
"Cold variable",5.9,0.187434562842781
"Cold variable",6,0.187163789287039
"Cold variable",6.1,0.186878532308048
"Cold variable",6.2,0.186580321956388
"Cold variable",6.3,0.186270688282637
"Cold variable",6.4,0.185951161337376
"Cold variable",6.5,0.185623271171184
"Cold variable",6.6,0.185288547834641
"Cold variable",6.7,0.184948521378326
"Cold variable",6.8,0.184604721852819
"Cold variable",6.9,0.1842586793087
"Cold variable",7,0.183911923796548
"Cold variable",7.1,0.183565985366942
"Cold variable",7.2,0.183222394070462
"Cold variable",7.3,0.182882679957689
"Cold variable",7.4,0.1825483730792
"Cold variable",7.5,0.182221003485577
"Cold variable",7.6,0.181824680392082
"Cold variable",7.7,0.181286449903628
"Cold variable",7.8,0.180612247405267
"Cold variable",7.9,0.179808008282051
"Cold variable",8,0.178879667919032
"Cold variable",8.1,0.177833161701264
"Cold variable",8.2,0.176674425013797
"Cold variable",8.3,0.175409393241685
"Cold variable",8.4,0.174044001769979
"Cold variable",8.5,0.172584185983732
"Cold variable",8.6,0.171035881267996
"Cold variable",8.7,0.169405023007824
"Cold variable",8.8,0.167697546588267
"Cold variable",8.9,0.165919387394378
"Cold variable",9,0.164076480811209
"Cold variable",9.1,0.162174762223813
"Cold variable",9.2,0.160220167017242
"Cold variable",9.3,0.158218630576548
"Cold variable",9.4,0.156176088286783
"Cold variable",9.5,0.154098475532999
"Cold variable",9.6,0.15199172770025
"Cold variable",9.7,0.149861780173587
"Cold variable",9.8,0.147714568338062
"Cold variable",9.9,0.145556027578727
"Cold variable",10,0.143392093280636
"Cold variable",10.1,0.14122870082884
"Cold variable",10.2,0.139071785608391
"Cold variable",10.3,0.136927283004343
"Cold variable",10.4,0.134801128401746
"Cold variable",10.5,0.132699257185654
"Cold variable",10.6,0.130627604741118
"Cold variable",10.7,0.128592106453191
"Cold variable",10.8,0.126598697706925
"Cold variable",10.9,0.124653313887373
"Cold variable",11,0.122761890379586
"Cold variable",11.1,0.120930362568617
"Cold variable",11.2,0.119164665839519
"Cold variable",11.3,0.117470735577343
"Cold variable",11.4,0.115854507167142
"Cold variable",11.5,0.114321915993968
"Cold variable",11.6,0.112878897442873
"Cold variable",11.7,0.11153138689891
"Cold variable",11.8,0.110285319747131
"Cold variable",11.9,0.109146631372588
"Cold variable",12,0.108121257160333
