"236"	"373"	"353"	"296"	"171"	"294"	"191"	"231"	"30"	"302"	"324"	"264"	"265"	"317"	"321"	"329"	"240"	"341"	"398"	"59"	"393"	"394"	"339"	"395"	"103"	"376"	"367"	"370"	"93"	"100"	"102"	"92"	"309"	"295"	"297"	"245"	"195"	"196"	"62"	"333"	"389"	"318"	"320"	"244"	"197"	"200"	"14"	"190"	"2"	"15"	"17"	"69"	"16"	"271"	"272"	"157"	"158"	"159"	"160"	"219"	"221"	"222"	"176"	"232"	"177"	"81"	"99"	"49"	"9"	"8"	"57"	"48"	"108"	"183"	"169"	"182"	"225"	"343"	"238"	"21"	"23"	"147"	"211"	"212"	"161"	"88"	"37"	"217"	"223"	"239"	"180"	"187"	"173"	"226"	"148"	"214"	"261"	"241"	"227"	"228"	"175"	"338"	"151"	"38"	"237"	"56"	"162"	"153"	"154"	"155"	"334"	"335"	"186"	"18"	"3"	"5"	"6"	"216"	"331"	"357"	"68"	"179"	"106"	"107"	"248"	"289"	"189"	"89"	"4"	"78"	"72"	"20"	"77"	"60"	"27"	"80"	"193"	"79"	"25"	"36"	"86"	"87"	"340"	"397"	"347"	"344"	"400"	"166"	"168"	"224"	"24"	"75"	"19"	"51"	"52"	"104"	"101"	"95"	"96"	"44"	"45"	"46"	"336"	"98"	"47"	"390"	"43"	"13"	"323"	"325"	"326"	"385"	"230"	"283"	"282"	"178"	"55"	"64"	"71"	"192"	"91"	"310"	"67"	"70"	"26"	"249"	"250"	"202"	"203"	"12"	"220"	"290"	"358"	"311"	"359"	"243"	"105"	"53"	"65"	"61"	"319"	"377"	"379"	"368"	"360"	"374"	"375"	"378"	"363"	"362"	"256"	"258"	"143"	"141"	"142"	"209"	"210"	"332"	"306"	"307"	"308"	"354"	"251"	"252"	"260"	"205"	"206"	"207"	"208"	"380"	"314"	"315"	"316"	"369"	"28"	"39"	"304"	"303"	"305"	"348"	"349"	"350"	"29"	"299"	"198"	"246"	"199"	"164"	"90"	"41"	"97"	"149"	"215"	"276"	"163"	"7"	"382"	"383"	"327"	"330"	"386"	"35"	"84"	"85"	"31"	"32"	"33"	"34"	"82"	"83"
"236"	0	0.75286	0.75967	0.79202	0.78791	0.9519	0.9519	0.95817	0.95886	0.97358	0.97358	1.03494	1.03494	1.03399	1.03481	1.03511	1.05175	1.06352	1.06352	1.09604	1.09274	1.09274	1.09318	1.09318	1.08118	1.06978	1.0974	1.0974	1.10255	1.09892	1.09892	1.09892	1.10764	1.10291	1.10291	1.10291	1.10291	1.10291	1.10181	1.10103	1.10103	1.10264	1.10264	0.88095	0.88095	0.88095	0.8816	0.88453	0.88531	0.88648	0.88648	0.88673	0.88719	0.88785	0.88785	0.88785	0.88785	0.88785	0.88785	0.88785	0.88785	0.88785	0.89172	0.89938	0.89996	0.90008	0.90531	0.90531	0.91055	0.90242	0.90167	0.90007	0.90052	0.90614	0.90828	0.90906	0.90937	0.9089	0.90945	0.90941	0.90941	0.94375	0.94375	0.94375	0.94759	0.94575	0.94575	0.9507	0.9507	0.94794	0.9484	0.94864	0.95461	0.95461	0.9511	0.9511	0.9518	0.95377	0.95579	0.95579	0.95579	0.95441	0.95267	0.95267	0.95345	0.95285	0.95085	0.9513	0.9513	0.9513	0.95049	0.95225	0.95279	0.94453	0.94389	0.94389	0.94389	0.94104	0.94539	0.94392	0.94627	0.9492	0.94721	0.94721	0.94981	0.94933	0.94933	0.94924	0.9511	0.95185	0.95089	0.95089	0.95176	0.95391	0.95153	0.95153	0.95208	0.95306	0.95263	0.94919	0.94919	0.94919	0.95113	0.95117	0.95278	0.9514	0.9514	0.9514	0.9514	0.9514	0.95539	0.95539	0.95402	0.96	0.96	0.96	0.95464	0.95452	0.95416	0.95477	0.95283	0.95283	0.95596	0.95707	0.95707	0.95657	0.95564	0.95366	0.95511	0.95528	0.95528	0.95528	0.95658	0.95658	0.95658	0.95658	0.95368	0.95362	0.9544	0.9544	0.95449	0.95504	0.95646	0.95646	0.95614	0.95614	0.95614	0.95614	0.95614	0.95678	0.9821	0.98637	0.98834	0.9893	0.9893	0.99007	1.01843	1.01843	1.01893	1.05418	1.06156	1.06156	1.06156	1.10702	1.04944	1.05	1.05	1.079	1.08245	1.08198	1.09047	1.09047	1.09047	1.09047	1.09047	1.09047	1.09047	0.95377	0.96262	0.96262	0.96262	0.96262	0.961	0.961	0.961	0.961	0.961	0.961	0.961	0.96026	0.9614	0.9614	0.9614	0.9614	0.95965	0.95965	0.96405	0.96405	0.96405	0.96405	0.96405	0.96405	0.96201	0.96257	0.96257	0.96267	0.96267	0.96631	0.96452	0.96452	0.9661	0.96607	0.96607	0.96614	0.96614	0.96394	0.96613	0.96613	0.96613	0.96613	0.96613	0.96743	0.96743	0.96743	0.96743	0.96743	0.96743	0.96743	0.96743	0.96743
"373"	0.75286	0	0.32725	0.83174	0.82763	0.99162	0.99162	0.99789	0.99858	1.0133	1.0133	1.07466	1.07466	1.07371	1.07453	1.07483	1.09147	1.10324	1.10324	1.13576	1.13246	1.13246	1.1329	1.1329	1.1209	1.1095	1.13712	1.13712	1.14227	1.13864	1.13864	1.13864	1.14736	1.14263	1.14263	1.14263	1.14263	1.14263	1.14153	1.14075	1.14075	1.14236	1.14236	0.92067	0.92067	0.92067	0.92132	0.92425	0.92503	0.9262	0.9262	0.92645	0.92691	0.92757	0.92757	0.92757	0.92757	0.92757	0.92757	0.92757	0.92757	0.92757	0.93144	0.9391	0.93968	0.9398	0.94503	0.94503	0.95027	0.94214	0.94139	0.93979	0.94024	0.94586	0.948	0.94878	0.94909	0.94862	0.94917	0.94913	0.94913	0.98347	0.98347	0.98347	0.98731	0.98547	0.98547	0.99042	0.99042	0.98766	0.98812	0.98836	0.99433	0.99433	0.99082	0.99082	0.99152	0.99349	0.99551	0.99551	0.99551	0.99413	0.99239	0.99239	0.99317	0.99257	0.99057	0.99102	0.99102	0.99102	0.99021	0.99197	0.99251	0.98425	0.98361	0.98361	0.98361	0.98076	0.98511	0.98364	0.98599	0.98892	0.98693	0.98693	0.98953	0.98905	0.98905	0.98896	0.99082	0.99157	0.99061	0.99061	0.99148	0.99363	0.99125	0.99125	0.9918	0.99278	0.99235	0.98891	0.98891	0.98891	0.99085	0.99089	0.9925	0.99112	0.99112	0.99112	0.99112	0.99112	0.99511	0.99511	0.99374	0.99972	0.99972	0.99972	0.99436	0.99424	0.99388	0.99449	0.99255	0.99255	0.99568	0.99679	0.99679	0.99629	0.99536	0.99338	0.99483	0.995	0.995	0.995	0.9963	0.9963	0.9963	0.9963	0.9934	0.99334	0.99412	0.99412	0.99421	0.99476	0.99618	0.99618	0.99586	0.99586	0.99586	0.99586	0.99586	0.9965	1.02182	1.02609	1.02806	1.02902	1.02902	1.02979	1.05815	1.05815	1.05865	1.0939	1.10128	1.10128	1.10128	1.14674	1.08916	1.08972	1.08972	1.11872	1.12217	1.1217	1.13019	1.13019	1.13019	1.13019	1.13019	1.13019	1.13019	0.99349	1.00234	1.00234	1.00234	1.00234	1.00072	1.00072	1.00072	1.00072	1.00072	1.00072	1.00072	0.99998	1.00112	1.00112	1.00112	1.00112	0.99937	0.99937	1.00377	1.00377	1.00377	1.00377	1.00377	1.00377	1.00173	1.00229	1.00229	1.00239	1.00239	1.00603	1.00424	1.00424	1.00582	1.00579	1.00579	1.00586	1.00586	1.00366	1.00585	1.00585	1.00585	1.00585	1.00585	1.00715	1.00715	1.00715	1.00715	1.00715	1.00715	1.00715	1.00715	1.00715
"353"	0.75967	0.32725	0	0.83855	0.83444	0.99843	0.99843	1.0047	1.00539	1.02011	1.02011	1.08147	1.08147	1.08052	1.08134	1.08164	1.09828	1.11005	1.11005	1.14257	1.13927	1.13927	1.13971	1.13971	1.12771	1.11631	1.14393	1.14393	1.14908	1.14545	1.14545	1.14545	1.15417	1.14944	1.14944	1.14944	1.14944	1.14944	1.14834	1.14756	1.14756	1.14917	1.14917	0.92748	0.92748	0.92748	0.92813	0.93106	0.93184	0.93301	0.93301	0.93326	0.93372	0.93438	0.93438	0.93438	0.93438	0.93438	0.93438	0.93438	0.93438	0.93438	0.93825	0.94591	0.94649	0.94661	0.95184	0.95184	0.95708	0.94895	0.9482	0.9466	0.94705	0.95267	0.95481	0.95559	0.9559	0.95543	0.95598	0.95594	0.95594	0.99028	0.99028	0.99028	0.99412	0.99228	0.99228	0.99723	0.99723	0.99447	0.99493	0.99517	1.00114	1.00114	0.99763	0.99763	0.99833	1.0003	1.00232	1.00232	1.00232	1.00094	0.9992	0.9992	0.99998	0.99938	0.99738	0.99783	0.99783	0.99783	0.99702	0.99878	0.99932	0.99106	0.99042	0.99042	0.99042	0.98757	0.99192	0.99045	0.9928	0.99573	0.99374	0.99374	0.99634	0.99586	0.99586	0.99577	0.99763	0.99838	0.99742	0.99742	0.99829	1.00044	0.99806	0.99806	0.99861	0.99959	0.99916	0.99572	0.99572	0.99572	0.99766	0.9977	0.99931	0.99793	0.99793	0.99793	0.99793	0.99793	1.00192	1.00192	1.00055	1.00653	1.00653	1.00653	1.00117	1.00105	1.00069	1.0013	0.99936	0.99936	1.00249	1.0036	1.0036	1.0031	1.00217	1.00019	1.00164	1.00181	1.00181	1.00181	1.00311	1.00311	1.00311	1.00311	1.00021	1.00015	1.00093	1.00093	1.00102	1.00157	1.00299	1.00299	1.00267	1.00267	1.00267	1.00267	1.00267	1.00331	1.02863	1.0329	1.03487	1.03583	1.03583	1.0366	1.06496	1.06496	1.06546	1.10071	1.10809	1.10809	1.10809	1.15355	1.09597	1.09653	1.09653	1.12553	1.12898	1.12851	1.137	1.137	1.137	1.137	1.137	1.137	1.137	1.0003	1.00915	1.00915	1.00915	1.00915	1.00753	1.00753	1.00753	1.00753	1.00753	1.00753	1.00753	1.00679	1.00793	1.00793	1.00793	1.00793	1.00618	1.00618	1.01058	1.01058	1.01058	1.01058	1.01058	1.01058	1.00854	1.0091	1.0091	1.0092	1.0092	1.01284	1.01105	1.01105	1.01263	1.0126	1.0126	1.01267	1.01267	1.01047	1.01266	1.01266	1.01266	1.01266	1.01266	1.01396	1.01396	1.01396	1.01396	1.01396	1.01396	1.01396	1.01396	1.01396
"296"	0.79202	0.83174	0.83855	0	0.64843	0.81242	0.81242	0.81869	0.81938	0.8341	0.8341	0.89546	0.89546	0.89451	0.89533	0.89563	0.91227	0.92404	0.92404	0.95656	0.95326	0.95326	0.9537	0.9537	0.9417	0.9303	0.95792	0.95792	0.96307	0.95944	0.95944	0.95944	0.96816	0.96343	0.96343	0.96343	0.96343	0.96343	0.96233	0.96155	0.96155	0.96316	0.96316	0.74147	0.74147	0.74147	0.74212	0.74505	0.74583	0.747	0.747	0.74725	0.74771	0.74837	0.74837	0.74837	0.74837	0.74837	0.74837	0.74837	0.74837	0.74837	0.75224	0.7599	0.76048	0.7606	0.76583	0.76583	0.77107	0.76294	0.76219	0.76059	0.76104	0.76666	0.7688	0.76958	0.76989	0.76942	0.76997	0.76993	0.76993	0.80427	0.80427	0.80427	0.80811	0.80627	0.80627	0.81122	0.81122	0.80846	0.80892	0.80916	0.81513	0.81513	0.81162	0.81162	0.81232	0.81429	0.81631	0.81631	0.81631	0.81493	0.81319	0.81319	0.81397	0.81337	0.81137	0.81182	0.81182	0.81182	0.81101	0.81277	0.81331	0.80505	0.80441	0.80441	0.80441	0.80156	0.80591	0.80444	0.80679	0.80972	0.80773	0.80773	0.81033	0.80985	0.80985	0.80976	0.81162	0.81237	0.81141	0.81141	0.81228	0.81443	0.81205	0.81205	0.8126	0.81358	0.81315	0.80971	0.80971	0.80971	0.81165	0.81169	0.8133	0.81192	0.81192	0.81192	0.81192	0.81192	0.81591	0.81591	0.81454	0.82052	0.82052	0.82052	0.81516	0.81504	0.81468	0.81529	0.81335	0.81335	0.81648	0.81759	0.81759	0.81709	0.81616	0.81418	0.81563	0.8158	0.8158	0.8158	0.8171	0.8171	0.8171	0.8171	0.8142	0.81414	0.81492	0.81492	0.81501	0.81556	0.81698	0.81698	0.81666	0.81666	0.81666	0.81666	0.81666	0.8173	0.84262	0.84689	0.84886	0.84982	0.84982	0.85059	0.87895	0.87895	0.87945	0.9147	0.92208	0.92208	0.92208	0.96754	0.90996	0.91052	0.91052	0.93952	0.94297	0.9425	0.95099	0.95099	0.95099	0.95099	0.95099	0.95099	0.95099	0.81429	0.82314	0.82314	0.82314	0.82314	0.82152	0.82152	0.82152	0.82152	0.82152	0.82152	0.82152	0.82078	0.82192	0.82192	0.82192	0.82192	0.82017	0.82017	0.82457	0.82457	0.82457	0.82457	0.82457	0.82457	0.82253	0.82309	0.82309	0.82319	0.82319	0.82683	0.82504	0.82504	0.82662	0.82659	0.82659	0.82666	0.82666	0.82446	0.82665	0.82665	0.82665	0.82665	0.82665	0.82795	0.82795	0.82795	0.82795	0.82795	0.82795	0.82795	0.82795	0.82795
"171"	0.78791	0.82763	0.83444	0.64843	0	0.61401	0.61401	0.62028	0.62097	0.63569	0.63569	0.69705	0.69705	0.6961	0.69692	0.69722	0.71386	0.72563	0.72563	0.75815	0.75485	0.75485	0.75529	0.75529	0.74329	0.73189	0.75951	0.75951	0.76466	0.76103	0.76103	0.76103	0.76975	0.76502	0.76502	0.76502	0.76502	0.76502	0.76392	0.76314	0.76314	0.76475	0.76475	0.54306	0.54306	0.54306	0.54371	0.54664	0.54742	0.54859	0.54859	0.54884	0.5493	0.54996	0.54996	0.54996	0.54996	0.54996	0.54996	0.54996	0.54996	0.54996	0.55383	0.56149	0.56207	0.56219	0.56742	0.56742	0.57266	0.56453	0.56378	0.56218	0.56263	0.56825	0.57039	0.57117	0.57148	0.57101	0.57156	0.57152	0.57152	0.60586	0.60586	0.60586	0.6097	0.60786	0.60786	0.61281	0.61281	0.61005	0.61051	0.61075	0.61672	0.61672	0.61321	0.61321	0.61391	0.61588	0.6179	0.6179	0.6179	0.61652	0.61478	0.61478	0.61556	0.61496	0.61296	0.61341	0.61341	0.61341	0.6126	0.61436	0.6149	0.60664	0.606	0.606	0.606	0.60315	0.6075	0.60603	0.60838	0.61131	0.60932	0.60932	0.61192	0.61144	0.61144	0.61135	0.61321	0.61396	0.613	0.613	0.61387	0.61602	0.61364	0.61364	0.61419	0.61517	0.61474	0.6113	0.6113	0.6113	0.61324	0.61328	0.61489	0.61351	0.61351	0.61351	0.61351	0.61351	0.6175	0.6175	0.61613	0.62211	0.62211	0.62211	0.61675	0.61663	0.61627	0.61688	0.61494	0.61494	0.61807	0.61918	0.61918	0.61868	0.61775	0.61577	0.61722	0.61739	0.61739	0.61739	0.61869	0.61869	0.61869	0.61869	0.61579	0.61573	0.61651	0.61651	0.6166	0.61715	0.61857	0.61857	0.61825	0.61825	0.61825	0.61825	0.61825	0.61889	0.64421	0.64848	0.65045	0.65141	0.65141	0.65218	0.68054	0.68054	0.68104	0.71629	0.72367	0.72367	0.72367	0.76913	0.71155	0.71211	0.71211	0.74111	0.74456	0.74409	0.75258	0.75258	0.75258	0.75258	0.75258	0.75258	0.75258	0.61588	0.62473	0.62473	0.62473	0.62473	0.62311	0.62311	0.62311	0.62311	0.62311	0.62311	0.62311	0.62237	0.62351	0.62351	0.62351	0.62351	0.62176	0.62176	0.62616	0.62616	0.62616	0.62616	0.62616	0.62616	0.62412	0.62468	0.62468	0.62478	0.62478	0.62842	0.62663	0.62663	0.62821	0.62818	0.62818	0.62825	0.62825	0.62605	0.62824	0.62824	0.62824	0.62824	0.62824	0.62954	0.62954	0.62954	0.62954	0.62954	0.62954	0.62954	0.62954	0.62954
"294"	0.9519	0.99162	0.99843	0.81242	0.61401	0	0	0.00735	0.00804	0.02276	0.02276	0.08412	0.08412	0.08317	0.08399	0.08429	0.10093	0.1127	0.1127	0.14522	0.14192	0.14192	0.14236	0.14236	0.13036	0.11896	0.14658	0.14658	0.15173	0.1481	0.1481	0.1481	0.15682	0.15209	0.15209	0.15209	0.15209	0.15209	0.15099	0.15021	0.15021	0.15182	0.15182	0.45657	0.45657	0.45657	0.45722	0.46015	0.46093	0.4621	0.4621	0.46235	0.46281	0.46347	0.46347	0.46347	0.46347	0.46347	0.46347	0.46347	0.46347	0.46347	0.46734	0.475	0.47558	0.4757	0.48093	0.48093	0.48617	0.47804	0.47729	0.47569	0.47614	0.48176	0.4839	0.48468	0.48499	0.48452	0.48507	0.48503	0.48503	0.51937	0.51937	0.51937	0.52321	0.52137	0.52137	0.52632	0.52632	0.52356	0.52402	0.52426	0.53023	0.53023	0.52672	0.52672	0.52742	0.52939	0.53141	0.53141	0.53141	0.53003	0.52829	0.52829	0.52907	0.52847	0.52647	0.52692	0.52692	0.52692	0.52611	0.52787	0.52841	0.52015	0.51951	0.51951	0.51951	0.51666	0.52101	0.51954	0.52189	0.52482	0.52283	0.52283	0.52543	0.52495	0.52495	0.52486	0.52672	0.52747	0.52651	0.52651	0.52738	0.52953	0.52715	0.52715	0.5277	0.52868	0.52825	0.52481	0.52481	0.52481	0.52675	0.52679	0.5284	0.52702	0.52702	0.52702	0.52702	0.52702	0.53101	0.53101	0.52964	0.53562	0.53562	0.53562	0.53026	0.53014	0.52978	0.53039	0.52845	0.52845	0.53158	0.53269	0.53269	0.53219	0.53126	0.52928	0.53073	0.5309	0.5309	0.5309	0.5322	0.5322	0.5322	0.5322	0.5293	0.52924	0.53002	0.53002	0.53011	0.53066	0.53208	0.53208	0.53176	0.53176	0.53176	0.53176	0.53176	0.5324	0.55772	0.56199	0.56396	0.56492	0.56492	0.56569	0.59405	0.59405	0.59455	0.6298	0.63718	0.63718	0.63718	0.68264	0.62506	0.62562	0.62562	0.65462	0.65807	0.6576	0.66609	0.66609	0.66609	0.66609	0.66609	0.66609	0.66609	0.52939	0.53824	0.53824	0.53824	0.53824	0.53662	0.53662	0.53662	0.53662	0.53662	0.53662	0.53662	0.53588	0.53702	0.53702	0.53702	0.53702	0.53527	0.53527	0.53967	0.53967	0.53967	0.53967	0.53967	0.53967	0.53763	0.53819	0.53819	0.53829	0.53829	0.54193	0.54014	0.54014	0.54172	0.54169	0.54169	0.54176	0.54176	0.53956	0.54175	0.54175	0.54175	0.54175	0.54175	0.54305	0.54305	0.54305	0.54305	0.54305	0.54305	0.54305	0.54305	0.54305
"191"	0.9519	0.99162	0.99843	0.81242	0.61401	0	0	0.00735	0.00804	0.02276	0.02276	0.08412	0.08412	0.08317	0.08399	0.08429	0.10093	0.1127	0.1127	0.14522	0.14192	0.14192	0.14236	0.14236	0.13036	0.11896	0.14658	0.14658	0.15173	0.1481	0.1481	0.1481	0.15682	0.15209	0.15209	0.15209	0.15209	0.15209	0.15099	0.15021	0.15021	0.15182	0.15182	0.45657	0.45657	0.45657	0.45722	0.46015	0.46093	0.4621	0.4621	0.46235	0.46281	0.46347	0.46347	0.46347	0.46347	0.46347	0.46347	0.46347	0.46347	0.46347	0.46734	0.475	0.47558	0.4757	0.48093	0.48093	0.48617	0.47804	0.47729	0.47569	0.47614	0.48176	0.4839	0.48468	0.48499	0.48452	0.48507	0.48503	0.48503	0.51937	0.51937	0.51937	0.52321	0.52137	0.52137	0.52632	0.52632	0.52356	0.52402	0.52426	0.53023	0.53023	0.52672	0.52672	0.52742	0.52939	0.53141	0.53141	0.53141	0.53003	0.52829	0.52829	0.52907	0.52847	0.52647	0.52692	0.52692	0.52692	0.52611	0.52787	0.52841	0.52015	0.51951	0.51951	0.51951	0.51666	0.52101	0.51954	0.52189	0.52482	0.52283	0.52283	0.52543	0.52495	0.52495	0.52486	0.52672	0.52747	0.52651	0.52651	0.52738	0.52953	0.52715	0.52715	0.5277	0.52868	0.52825	0.52481	0.52481	0.52481	0.52675	0.52679	0.5284	0.52702	0.52702	0.52702	0.52702	0.52702	0.53101	0.53101	0.52964	0.53562	0.53562	0.53562	0.53026	0.53014	0.52978	0.53039	0.52845	0.52845	0.53158	0.53269	0.53269	0.53219	0.53126	0.52928	0.53073	0.5309	0.5309	0.5309	0.5322	0.5322	0.5322	0.5322	0.5293	0.52924	0.53002	0.53002	0.53011	0.53066	0.53208	0.53208	0.53176	0.53176	0.53176	0.53176	0.53176	0.5324	0.55772	0.56199	0.56396	0.56492	0.56492	0.56569	0.59405	0.59405	0.59455	0.6298	0.63718	0.63718	0.63718	0.68264	0.62506	0.62562	0.62562	0.65462	0.65807	0.6576	0.66609	0.66609	0.66609	0.66609	0.66609	0.66609	0.66609	0.52939	0.53824	0.53824	0.53824	0.53824	0.53662	0.53662	0.53662	0.53662	0.53662	0.53662	0.53662	0.53588	0.53702	0.53702	0.53702	0.53702	0.53527	0.53527	0.53967	0.53967	0.53967	0.53967	0.53967	0.53967	0.53763	0.53819	0.53819	0.53829	0.53829	0.54193	0.54014	0.54014	0.54172	0.54169	0.54169	0.54176	0.54176	0.53956	0.54175	0.54175	0.54175	0.54175	0.54175	0.54305	0.54305	0.54305	0.54305	0.54305	0.54305	0.54305	0.54305	0.54305
"231"	0.95817	0.99789	1.0047	0.81869	0.62028	0.00735	0.00735	0	0.00267	0.02369	0.02369	0.08505	0.08505	0.0841	0.08492	0.08522	0.10186	0.11363	0.11363	0.14615	0.14285	0.14285	0.14329	0.14329	0.13129	0.11989	0.14751	0.14751	0.15266	0.14903	0.14903	0.14903	0.15775	0.15302	0.15302	0.15302	0.15302	0.15302	0.15192	0.15114	0.15114	0.15275	0.15275	0.46284	0.46284	0.46284	0.46349	0.46642	0.4672	0.46837	0.46837	0.46862	0.46908	0.46974	0.46974	0.46974	0.46974	0.46974	0.46974	0.46974	0.46974	0.46974	0.47361	0.48127	0.48185	0.48197	0.4872	0.4872	0.49244	0.48431	0.48356	0.48196	0.48241	0.48803	0.49017	0.49095	0.49126	0.49079	0.49134	0.4913	0.4913	0.52564	0.52564	0.52564	0.52948	0.52764	0.52764	0.53259	0.53259	0.52983	0.53029	0.53053	0.5365	0.5365	0.53299	0.53299	0.53369	0.53566	0.53768	0.53768	0.53768	0.5363	0.53456	0.53456	0.53534	0.53474	0.53274	0.53319	0.53319	0.53319	0.53238	0.53414	0.53468	0.52642	0.52578	0.52578	0.52578	0.52293	0.52728	0.52581	0.52816	0.53109	0.5291	0.5291	0.5317	0.53122	0.53122	0.53113	0.53299	0.53374	0.53278	0.53278	0.53365	0.5358	0.53342	0.53342	0.53397	0.53495	0.53452	0.53108	0.53108	0.53108	0.53302	0.53306	0.53467	0.53329	0.53329	0.53329	0.53329	0.53329	0.53728	0.53728	0.53591	0.54189	0.54189	0.54189	0.53653	0.53641	0.53605	0.53666	0.53472	0.53472	0.53785	0.53896	0.53896	0.53846	0.53753	0.53555	0.537	0.53717	0.53717	0.53717	0.53847	0.53847	0.53847	0.53847	0.53557	0.53551	0.53629	0.53629	0.53638	0.53693	0.53835	0.53835	0.53803	0.53803	0.53803	0.53803	0.53803	0.53867	0.56399	0.56826	0.57023	0.57119	0.57119	0.57196	0.60032	0.60032	0.60082	0.63607	0.64345	0.64345	0.64345	0.68891	0.63133	0.63189	0.63189	0.66089	0.66434	0.66387	0.67236	0.67236	0.67236	0.67236	0.67236	0.67236	0.67236	0.53566	0.54451	0.54451	0.54451	0.54451	0.54289	0.54289	0.54289	0.54289	0.54289	0.54289	0.54289	0.54215	0.54329	0.54329	0.54329	0.54329	0.54154	0.54154	0.54594	0.54594	0.54594	0.54594	0.54594	0.54594	0.5439	0.54446	0.54446	0.54456	0.54456	0.5482	0.54641	0.54641	0.54799	0.54796	0.54796	0.54803	0.54803	0.54583	0.54802	0.54802	0.54802	0.54802	0.54802	0.54932	0.54932	0.54932	0.54932	0.54932	0.54932	0.54932	0.54932	0.54932
"30"	0.95886	0.99858	1.00539	0.81938	0.62097	0.00804	0.00804	0.00267	0	0.02438	0.02438	0.08574	0.08574	0.08479	0.08561	0.08591	0.10255	0.11432	0.11432	0.14684	0.14354	0.14354	0.14398	0.14398	0.13198	0.12058	0.1482	0.1482	0.15335	0.14972	0.14972	0.14972	0.15844	0.15371	0.15371	0.15371	0.15371	0.15371	0.15261	0.15183	0.15183	0.15344	0.15344	0.46353	0.46353	0.46353	0.46418	0.46711	0.46789	0.46906	0.46906	0.46931	0.46977	0.47043	0.47043	0.47043	0.47043	0.47043	0.47043	0.47043	0.47043	0.47043	0.4743	0.48196	0.48254	0.48266	0.48789	0.48789	0.49313	0.485	0.48425	0.48265	0.4831	0.48872	0.49086	0.49164	0.49195	0.49148	0.49203	0.49199	0.49199	0.52633	0.52633	0.52633	0.53017	0.52833	0.52833	0.53328	0.53328	0.53052	0.53098	0.53122	0.53719	0.53719	0.53368	0.53368	0.53438	0.53635	0.53837	0.53837	0.53837	0.53699	0.53525	0.53525	0.53603	0.53543	0.53343	0.53388	0.53388	0.53388	0.53307	0.53483	0.53537	0.52711	0.52647	0.52647	0.52647	0.52362	0.52797	0.5265	0.52885	0.53178	0.52979	0.52979	0.53239	0.53191	0.53191	0.53182	0.53368	0.53443	0.53347	0.53347	0.53434	0.53649	0.53411	0.53411	0.53466	0.53564	0.53521	0.53177	0.53177	0.53177	0.53371	0.53375	0.53536	0.53398	0.53398	0.53398	0.53398	0.53398	0.53797	0.53797	0.5366	0.54258	0.54258	0.54258	0.53722	0.5371	0.53674	0.53735	0.53541	0.53541	0.53854	0.53965	0.53965	0.53915	0.53822	0.53624	0.53769	0.53786	0.53786	0.53786	0.53916	0.53916	0.53916	0.53916	0.53626	0.5362	0.53698	0.53698	0.53707	0.53762	0.53904	0.53904	0.53872	0.53872	0.53872	0.53872	0.53872	0.53936	0.56468	0.56895	0.57092	0.57188	0.57188	0.57265	0.60101	0.60101	0.60151	0.63676	0.64414	0.64414	0.64414	0.6896	0.63202	0.63258	0.63258	0.66158	0.66503	0.66456	0.67305	0.67305	0.67305	0.67305	0.67305	0.67305	0.67305	0.53635	0.5452	0.5452	0.5452	0.5452	0.54358	0.54358	0.54358	0.54358	0.54358	0.54358	0.54358	0.54284	0.54398	0.54398	0.54398	0.54398	0.54223	0.54223	0.54663	0.54663	0.54663	0.54663	0.54663	0.54663	0.54459	0.54515	0.54515	0.54525	0.54525	0.54889	0.5471	0.5471	0.54868	0.54865	0.54865	0.54872	0.54872	0.54652	0.54871	0.54871	0.54871	0.54871	0.54871	0.55001	0.55001	0.55001	0.55001	0.55001	0.55001	0.55001	0.55001	0.55001
