"Climate profile","Temp_continuous","Proportion_continuous"
"Cold variable",7.4,0.370423783783784
"Cold variable",7.5,0.369298986486487
"Cold variable",7.6,0.368143783783784
"Cold variable",7.7,0.366959391891892
"Cold variable",7.8,0.365747027027027
"Cold variable",7.9,0.364507905405405
"Cold variable",8,0.363243243243243
"Cold variable",8.1,0.361954256756757
"Cold variable",8.2,0.360642162162162
"Cold variable",8.3,0.359308175675676
"Cold variable",8.4,0.357953513513514
"Cold variable",8.5,0.356579391891892
"Cold variable",8.6,0.355187027027027
"Cold variable",8.7,0.353777635135135
"Cold variable",8.8,0.352352432432432
"Cold variable",8.9,0.350912635135135
"Cold variable",9,0.349459459459459
"Cold variable",9.1,0.347994121621622
"Cold variable",9.2,0.346517837837838
"Cold variable",9.3,0.345031824324324
"Cold variable",9.4,0.343537297297297
"Cold variable",9.5,0.342035472972973
"Cold variable",9.6,0.340527567567568
"Cold variable",9.7,0.339014797297297
"Cold variable",9.8,0.337498378378378
"Cold variable",9.9,0.335979527027027
"Cold variable",10,0.334459459459459
"Cold variable",10.1,0.332939391891892
"Cold variable",10.2,0.33142054054054
"Cold variable",10.3,0.329904121621622
"Cold variable",10.4,0.328391351351351
"Cold variable",10.5,0.326883445945946
"Cold variable",10.6,0.325381621621622
"Cold variable",10.7,0.323887094594595
"Cold variable",10.8,0.322401081081081
"Cold variable",10.9,0.320924797297297
"Cold variable",11,0.31945945945946
"Cold variable",11.1,0.318006283783784
"Cold variable",11.2,0.316566486486486
"Cold variable",11.3,0.315141283783784
"Cold variable",11.4,0.313731891891892
"Cold variable",11.5,0.312339527027027
"Cold variable",11.6,0.310965405405405
"Cold variable",11.7,0.309610743243243
"Cold variable",11.8,0.308276756756757
"Cold variable",11.9,0.306964662162162
"Cold variable",12,0.305675675675676
"Cold variable",12.1,0.304411013513513
"Cold variable",12.2,0.303171891891892
"Cold variable",12.3,0.301959527027027
"Cold variable",12.4,0.300775135135135
"Cold variable",12.5,0.299619932432432
"Cold variable",12.6,0.298495135135135
"Cold variable",12.7,0.297401959459459
"Cold variable",12.8,0.296341621621622
"Cold variable",12.9,0.295315337837838
"Cold variable",13,0.294324324324324
"Cold variable",13.1,0.293369797297297
"Cold variable",13.2,0.292452972972973
"Cold variable",13.3,0.291575067567568
"Cold variable",13.4,0.290737297297297
"Cold variable",13.5,0.289940878378378
