"Site_initials","Climate profile","Temp_continuous","Proportion_continuous"
"AB","Hot variable",-5,0.00892633450635848
"AB","Hot variable",-4.9,0.0080671684219709
"AB","Hot variable",-4.8,0.00722337309949687
"AB","Hot variable",-4.7,0.00639485613682319
"AB","Hot variable",-4.6,0.00558152513183663
"AB","Hot variable",-4.5,0.00478328768242397
"AB","Hot variable",-4.4,0.004000051386472
"AB","Hot variable",-4.3,0.00323172384186747
"AB","Hot variable",-4.2,0.00247821264649719
"AB","Hot variable",-4.1,0.00173942539824793
"AB","Hot variable",-4,0.00101526969500647
"AB","Hot variable",-3.9,0.000305653134659579
"AB","Hot variable",-3.8,0
"AB","Hot variable",-3.7,0
"AB","Hot variable",-3.6,0
"AB","Hot variable",-3.5,0
"AB","Hot variable",-3.4,0
"AB","Hot variable",-3.3,0
"AB","Hot variable",-3.2,0
"AB","Hot variable",-3.1,0
"AB","Hot variable",-3,0
"AB","Hot variable",-2.9,0
"AB","Hot variable",-2.8,0
"AB","Hot variable",-2.7,0
"AB","Hot variable",-2.6,0
"AB","Hot variable",-2.5,0
"AB","Hot variable",-2.4,0
"AB","Hot variable",-2.3,0
"AB","Hot variable",-2.2,0
"AB","Hot variable",-2.1,0
"AB","Hot variable",-2,0
"AB","Hot variable",-1.9,0
"AB","Hot variable",-1.8,0
"AB","Hot variable",-1.7,0
"AB","Hot variable",-1.6,0
"AB","Hot variable",-1.5,0
"AB","Hot variable",-1.4,0
"AB","Hot variable",-1.3,0
"AB","Hot variable",-1.2,0
"AB","Hot variable",-1.1,0
"AB","Hot variable",-1,0
"AB","Hot variable",-0.899999999999999,0
"AB","Hot variable",-0.8,0
"AB","Hot variable",-0.7,0
"AB","Hot variable",-0.6,0
"AB","Hot variable",-0.5,0
"AB","Hot variable",-0.399999999999999,0
"AB","Hot variable",-0.3,0
"AB","Hot variable",-0.199999999999999,0
"AB","Hot variable",-0.0999999999999996,0
"AB","Hot variable",0,0
"AB","Hot variable",0.100000000000001,0
"AB","Hot variable",0.2,0
"AB","Hot variable",0.300000000000001,0
"AB","Hot variable",0.4,0
"AB","Hot variable",0.5,0
"AB","Hot variable",0.600000000000001,0
"AB","Hot variable",0.7,0
"AB","Hot variable",0.800000000000001,0
"AB","Hot variable",0.9,0
"AB","Hot variable",1,0
"AB","Hot variable",1.1,0
"AB","Hot variable",1.2,0
"AB","Hot variable",1.3,0
"AB","Hot variable",1.4,0
"AB","Hot variable",1.5,0
"AB","Hot variable",1.6,0
"AB","Hot variable",1.7,0
"AB","Hot variable",1.8,0
"AB","Hot variable",1.9,0
"AB","Hot variable",2,0
"AB","Hot variable",2.1,0
"AB","Hot variable",2.2,0
"AB","Hot variable",2.3,0
"AB","Hot variable",2.4,0
"AB","Hot variable",2.5,0
"AB","Hot variable",2.6,0
"AB","Hot variable",2.7,0
"AB","Hot variable",2.8,0
"AB","Hot variable",2.9,0
"AB","Hot variable",3,0
"AB","Hot variable",3.1,0
"AB","Hot variable",3.2,0
"AB","Hot variable",3.3,0
"AB","Hot variable",3.4,0
"AB","Hot variable",3.5,0
"AB","Hot variable",3.6,0
"AB","Hot variable",3.7,0
"AB","Hot variable",3.8,0
"AB","Hot variable",3.9,0
"AB","Hot variable",4,0
"AB","Hot variable",4.1,0
"AB","Hot variable",4.2,0
"AB","Hot variable",4.3,0
"AB","Hot variable",4.4,0
"AB","Hot variable",4.5,0
"AB","Hot variable",4.6,0
"AB","Hot variable",4.7,0
"AB","Hot variable",4.8,0
"AB","Hot variable",4.9,0
"AB","Hot variable",5,0
"AB","Hot variable",5.1,0
"AB","Hot variable",5.2,0
"AB","Hot variable",5.3,0
"AB","Hot variable",5.4,0
"AB","Hot variable",5.5,0
"AB","Hot variable",5.6,0
"AB","Hot variable",5.7,0
"AB","Hot variable",5.8,0
"AB","Hot variable",5.9,0
"AB","Hot variable",6,0
"AB","Hot variable",6.1,0
"AB","Hot variable",6.2,0.000524597563844122
"AB","Hot variable",6.3,0.00128642757600817
"AB","Hot variable",6.4,0.00207147920546833
"AB","Hot variable",6.5,0.002880260773269
"AB","Hot variable",6.6,0.00371328060045459
"AB","Hot variable",6.7,0.00457104700806949
"AB","Hot variable",6.8,0.00545406831715809
"AB","Hot variable",6.9,0.00636285284876482
"AB","Hot variable",7,0.00729790892393406
"AB","Hot variable",7.1,0.00825974486371023
"AB","Hot variable",7.2,0.00924886898913771
"AB","Hot variable",7.3,0.0102657896212609
"AB","Hot variable",7.4,0.0113110150811243
"AB","Hot variable",7.5,0.0123850536897721
"AB","Hot variable",7.6,0.0135112918526288
"AB","Hot variable",7.7,0.0147109620599662
"AB","Hot variable",7.8,0.0159813417601005
"AB","Hot variable",7.9,0.0173197084013477
"AB","Hot variable",8,0.0187233394320237
"AB","Hot variable",8.1,0.0201895123004446
"AB","Hot variable",8.2,0.0217155044549265
"AB","Hot variable",8.3,0.0232985933437853
"AB","Hot variable",8.4,0.024936056415337
"AB","Hot variable",8.5,0.0266251711178978
"AB","Hot variable",8.6,0.0283632148997836
"AB","Hot variable",8.7,0.0301474652093104
"AB","Hot variable",8.8,0.0319751994947943
"AB","Hot variable",8.9,0.0338436952045513
"AB","Hot variable",9,0.0357502297868974
"AB","Hot variable",9.1,0.0376920806901486
"AB","Hot variable",9.2,0.039666525362621
"AB","Hot variable",9.3,0.0416708412526306
"AB","Hot variable",9.4,0.0437023058084933
"AB","Hot variable",9.5,0.0457581964785253
"AB","Hot variable",9.6,0.0478357907110426
"AB","Hot variable",9.7,0.0499323659543611
"AB","Hot variable",9.8,0.0520451996567969
"AB","Hot variable",9.9,0.0541715692666661
"AB","Hot variable",10,0.0563087522322845
"AB","Hot variable",10.1,0.0584540260019684
"AB","Hot variable",10.2,0.0606046680240337
"AB","Hot variable",10.3,0.0627579557467963
"AB","Hot variable",10.4,0.0649111666185724
"AB","Hot variable",10.5,0.067061578087678
"AB","Hot variable",10.6,0.0692064676024291
"AB","Hot variable",10.7,0.0713431126111417
"AB","Hot variable",10.8,0.0734687905621317
"AB","Hot variable",10.9,0.0755807789037154
"AB","Hot variable",11,0.0776763550842086
"AB","Hot variable",11.1,0.0797527965519274
"AB","Hot variable",11.2,0.0818073807551879
"AB","Hot variable",11.3,0.083837385142306
"AB","Hot variable",11.4,0.0858400871615978
"AB","Hot variable",11.5,0.0878127642613793
"AB","Hot variable",11.6,0.0897526938899665
"AB","Hot variable",11.7,0.0916571534956754
"AB","Hot variable",11.8,0.0935234205268221
"AB","Hot variable",11.9,0.0953487724317226
"AB","Hot variable",12,0.0971304866586929
"AB","Hot variable",12.1,0.0988658406560491
"AB","Hot variable",12.2,0.100552111872107
"AB","Hot variable",12.3,0.102186577755183
"AB","Hot variable",12.4,0.103766515753593
"AB","Hot variable",12.5,0.105289203315652
"AB","Hot variable",12.6,0.106829607425993
"AB","Hot variable",12.7,0.108461499869548
"AB","Hot variable",12.8,0.110180365295086
"AB","Hot variable",12.9,0.111981688351375
"AB","Hot variable",13,0.113860953687183
"AB","Hot variable",13.1,0.11581364595128
"AB","Hot variable",13.2,0.117835249792433
"AB","Hot variable",13.3,0.119921249859411
"AB","Hot variable",13.4,0.122067130800983
"AB","Hot variable",13.5,0.124268377265916
"AB","Hot variable",13.6,0.126520473902981
"AB","Hot variable",13.7,0.128818905360944
"AB","Hot variable",13.8,0.131159156288575
"AB","Hot variable",13.9,0.133536711334642
"AB","Hot variable",14,0.135947055147913
"AB","Hot variable",14.1,0.138385672377157
"AB","Hot variable",14.2,0.140848047671143
"AB","Hot variable",14.3,0.143329665678639
"AB","Hot variable",14.4,0.145826011048413
"AB","Hot variable",14.5,0.148332568429234
"AB","Hot variable",14.6,0.15084482246987
"AB","Hot variable",14.7,0.153358257819091
"AB","Hot variable",14.8,0.155868359125664
"AB","Hot variable",14.9,0.158370611038357
"AB","Hot variable",15,0.16086049820594
"AB","Hot variable",15.1,0.163333505277181
"AB","Hot variable",15.2,0.165785116900849
"AB","Hot variable",15.3,0.168210817725711
"AB","Hot variable",15.4,0.170606092400537
"AB","Hot variable",15.5,0.172966425574094
"AB","Hot variable",15.6,0.175287301895152
"AB","Hot variable",15.7,0.177564206012478
"AB","Hot variable",15.8,0.179792622574842
"AB","Hot variable",15.9,0.181968036231012
"AB","Hot variable",16,0.184085931629756
"AB","Hot variable",16.1,0.186141793419842
"AB","Hot variable",16.2,0.18813110625004
"AB","Hot variable",16.3,0.190049354769118
"AB","Hot variable",16.4,0.191892023625844
"AB","Hot variable",16.5,0.193654597468986
"AB","Hot variable",16.6,0.195332560947314
"AB","Hot variable",16.7,0.196921398709596
"AB","Hot variable",16.8,0.1984165954046
"AB","Hot variable",16.9,0.199813635681094
"AB","Hot variable",17,0.201108004187848
"AB","Hot variable",17.1,0.202295185573629
"AB","Hot variable",17.2,0.203370664487206
"AB","Hot variable",17.3,0.204329925577348
"AB","Hot variable",17.4,0.205168453492824
"AB","Hot variable",17.5,0.2058817328824
"AB","Hot variable",17.6,0.206495418123438
"AB","Hot variable",17.7,0.207039405627566
"AB","Hot variable",17.8,0.20751554309496
"AB","Hot variable",17.9,0.207925678225795
"AB","Hot variable",18,0.208271658720247
"AB","Hot variable",18.1,0.20855533227849
"AB","Hot variable",18.2,0.2087785466007
"AB","Hot variable",18.3,0.208943149387052
"AB","Hot variable",18.4,0.20905098833772
"AB","Hot variable",18.5,0.209103911152882
"AB","Hot variable",18.6,0.20910376553271
"AB","Hot variable",18.7,0.209052399177382
"AB","Hot variable",18.8,0.208951659787071
"AB","Hot variable",18.9,0.208803395061953
"AB","Hot variable",19,0.208609452702204
"AB","Hot variable",19.1,0.208371680407998
"AB","Hot variable",19.2,0.208091925879511
"AB","Hot variable",19.3,0.207772036816918
"AB","Hot variable",19.4,0.207413860920394
"AB","Hot variable",19.5,0.207019245890114
"AB","Hot variable",19.6,0.206590039426254
"AB","Hot variable",19.7,0.206128089228988
"AB","Hot variable",19.8,0.205635242998492
"AB","Hot variable",19.9,0.205113348434941
"AB","Hot variable",20,0.204564253238511
"AB","Hot variable",20.1,0.203989805109376
"AB","Hot variable",20.2,0.203391851747712
"AB","Hot variable",20.3,0.202772240853693
"AB","Hot variable",20.4,0.202132820127496
"AB","Hot variable",20.5,0.201475437269294
"AB","Hot variable",20.6,0.200801939979265
"AB","Hot variable",20.7,0.200114175957582
"AB","Hot variable",20.8,0.19941399290442
"AB","Hot variable",20.9,0.198703238519956
"AB","Hot variable",21,0.197983760504364
"AB","Hot variable",21.1,0.19725740655782
"AB","Hot variable",21.2,0.196526024380498
"AB","Hot variable",21.3,0.195791461672574
"AB","Hot variable",21.4,0.195055566134223
"AB","Hot variable",21.5,0.19432018546562
"AB","Hot variable",21.6,0.19358716736694
"AB","Hot variable",21.7,0.192858359538359
"AB","Hot variable",21.8,0.192135609680052
"AB","Hot variable",21.9,0.191420765492194
"AB","Hot variable",22,0.190715674674961
"AB","Hot variable",22.1,0.190022184928526
"AB","Hot variable",22.2,0.189342143953067
"AB","Hot variable",22.3,0.188677399448757
"AB","Hot variable",22.4,0.188029799115772
"AB","Hot variable",22.5,0.187401190654287
"AB","Hot variable",22.6,0.186718014459065
"AB","Hot variable",22.7,0.185908915552477
"AB","Hot variable",22.8,0.184979048576111
"AB","Hot variable",22.9,0.183933568171555
"AB","Hot variable",23,0.182777628980398
"AB","Hot variable",23.1,0.181516385644226
"AB","Hot variable",23.2,0.180154992804628
"AB","Hot variable",23.3,0.178698605103193
"AB","Hot variable",23.4,0.177152377181508
"AB","Hot variable",23.5,0.17552146368116
"AB","Hot variable",23.6,0.173811019243739
"AB","Hot variable",23.7,0.172026198510832
"AB","Hot variable",23.8,0.170172156124027
"AB","Hot variable",23.9,0.168254046724912
"AB","Hot variable",24,0.166277024955075
"AB","Hot variable",24.1,0.164246245456104
"AB","Hot variable",24.2,0.162166862869587
"AB","Hot variable",24.3,0.160044031837113
"AB","Hot variable",24.4,0.157882907000268
"AB","Hot variable",24.5,0.155688643000642
"AB","Hot variable",24.6,0.153466394479822
"AB","Hot variable",24.7,0.151221316079395
"AB","Hot variable",24.8,0.148958562440951
"AB","Hot variable",24.9,0.146683288206077
"AB","Hot variable",25,0.144400648016362
"AB","Hot variable",25.1,0.142115796513392
"AB","Hot variable",25.2,0.139833888338756
"AB","Hot variable",25.3,0.137560078134043
"AB","Hot variable",25.4,0.135299520540839
"AB","Hot variable",25.5,0.133057370200734
"AB","Hot variable",25.6,0.130838781755315
"AB","Hot variable",25.7,0.12864890984617
"AB","Hot variable",25.8,0.126492909114887
"AB","Hot variable",25.9,0.124375934203054
"AB","Hot variable",26,0.12230313975226
"AB","Hot variable",26.1,0.120279680404091
"AB","Hot variable",26.2,0.118310710800137
"AB","Hot variable",26.3,0.116401385581984
"AB","Hot variable",26.4,0.114556859391222
"AB","Hot variable",26.5,0.112782286869438
"AB","Hot variable",26.6,0.111082822658221
"AB","Hot variable",26.7,0.109463621399157
"AB","Hot variable",26.8,0.107929837733836
"AB","Hot variable",26.9,0.106486626303844
"AB","Hot variable",27,0.105139141750771
"AB","Hot variable",27.1,0.103892538716204
"AB","Hot variable",27.2,0.102751971841731
"AB","Hot variable",27.3,0.101722595768941
"AB","Hot variable",27.4,0.10080956513942
"AB","Hot variable",27.5,0.100018034594758
"AB","Hot variable",27.6,0.0992920269321619
"AB","Hot variable",27.7,0.0985724598614432
"AB","Hot variable",27.8,0.0978598303930926
"AB","Hot variable",27.9,0.0971546355376009
"AB","Hot variable",28,0.096457372305459
"AB","Hot variable",28.1,0.0957685377071579
"AB","Hot variable",28.2,0.0950886287531886
"AB","Hot variable",28.3,0.094418142454042
"AB","Hot variable",28.4,0.093757575820209
"AB","Hot variable",28.5,0.0931074258621805
"AB","Hot variable",28.6,0.0924681895904476
"AB","Hot variable",28.7,0.0918403640155011
"AB","Hot variable",28.8,0.0912244461478319
"AB","Hot variable",28.9,0.0906209329979311
"AB","Hot variable",29,0.0900303215762896
"AB","Hot variable",29.1,0.0894531088933982
"AB","Hot variable",29.2,0.0888897919597479
"AB","Hot variable",29.3,0.0883408677858297
"AB","Hot variable",29.4,0.0878068333821346
"AB","Hot variable",29.5,0.0872881857591534
"AB","Hot variable",29.6,0.086785421927377
"AB","Hot variable",29.7,0.0862990388972964
"AB","Hot variable",29.8,0.0858295336794027
"AB","Hot variable",29.9,0.0853774032841866
"AB","Hot variable",30,0.0849431447221392
"AB","Hot variable",30.1,0.0845272550037513
"AB","Hot variable",30.2,0.0841302311395139
"AB","Hot variable",30.3,0.083752570139918
"AB","Hot variable",30.4,0.0833947690154544
"AB","Hot variable",30.5,0.0830573247766142
"AB","Hot variable",30.6,0.0827407344338883
"AB","Hot variable",30.7,0.0824454949977675
"AB","Hot variable",30.8,0.0821721034787429
"AB","Hot variable",30.9,0.0819210568873053
"AB","Hot variable",31,0.0816928522339458
"AB","Hot variable",31.1,0.0814879865291552
"AB","Hot variable",31.2,0.0813069567834246
"AB","Hot variable",31.3,0.0811502600072447
"AB","Hot variable",31.4,0.0810183932111066
"AB","Hot variable",31.5,0.0809118534055012
"AB","Hot variable",31.6,0.0808311376009194
"AB","Hot variable",31.7,0.0807767428078523
"AB","Hot variable",31.8,0.0807491660367906
"AB","Hot variable",31.9,0.0807489042982254
"AB","Hot variable",32,0.0807764546026476
"AB","Hot variable",32.1,0.0808323139605481
"AB","Hot variable",32.2,0.0809169793824179
"AB","Hot variable",32.3,0.081030947878748
"AB","Hot variable",32.4,0.0811747164600291
"AB","Hot variable",32.5,0.0813487821367523
"AB","Hot variable",32.6,0.0816082286077408
"AB","Hot variable",32.7,0.0820040042795865
"AB","Hot variable",32.8,0.0825304032244339
"AB","Hot variable",32.9,0.0831817195144273
"AB","Hot variable",33,0.0839522472217112
"AB","Hot variable",33.1,0.0848362804184299
"AB","Hot variable",33.2,0.0858281131767278
"AB","Hot variable",33.3,0.0869220395687493
"AB","Hot variable",33.4,0.0881123536666387
"AB","Hot variable",33.5,0.0893933495425405
"AB","Hot variable",33.6,0.090759321268599
"AB","Hot variable",33.7,0.0922045629169588
"AB","Hot variable",33.8,0.093723368559764
"AB","Hot variable",33.9,0.0953100322691591
"AB","Hot variable",34,0.0969588481172884
"AB","Hot variable",34.1,0.0986641101762964
"AB","Hot variable",34.2,0.100420112518328
"AB","Hot variable",34.3,0.102221149215526
"AB","Hot variable",34.4,0.104061514340037
"AB","Hot variable",34.5,0.105935501964003
"AB","Hot variable",34.6,0.10783740615957
"AB","Hot variable",34.7,0.109761520998882
"AB","Hot variable",34.8,0.111702140554084
"AB","Hot variable",34.9,0.113653558897319
"AB","Hot variable",35,0.115610070100732
"AB","Hot variable",35.1,0.117565968236468
"AB","Hot variable",35.2,0.119515547376671
"AB","Hot variable",35.3,0.121453101593485
"AB","Hot variable",35.4,0.123372924959055
"AB","Hot variable",35.5,0.125269311545525
"AB","Hot variable",35.6,0.127136555425039
"AB","Hot variable",35.7,0.128968950669742
"AB","Hot variable",35.8,0.130760791351778
"AB","Hot variable",35.9,0.132506371543292
"AB","Hot variable",36,0.134199985316428
"AB","Hot variable",36.1,0.13583592674333
"AB","Hot variable",36.2,0.137408489896143
"AB","Hot variable",36.3,0.138911968847012
"AB","Hot variable",36.4,0.140340657668079
"AB","Hot variable",36.5,0.141688850431491
"AB","Hot variable",36.6,0.142950841209391
"AB","Hot variable",36.7,0.144120924073923
"AB","Hot variable",36.8,0.145193393097233
"AB","Hot variable",36.9,0.146162542351464
"AB","Hot variable",37,0.147022665908761
"AB","Hot variable",37.1,0.147768057841268
"AB","Hot variable",37.2,0.148393012221129
"AB","Hot variable",37.3,0.14889182312049
"AB","Hot variable",37.4,0.149258784611494
"AB","Hot variable",37.5,0.149488190766286
"AB","Hot variable",37.6,0.149638854756391
"AB","Hot variable",37.7,0.149773320045484
"AB","Hot variable",37.8,0.149891476143935
"AB","Hot variable",37.9,0.149993212562114
"AB","Hot variable",38,0.15007841881039
"AB","Hot variable",38.1,0.150146984399133
"AB","Hot variable",38.2,0.150198798838713
"AB","Hot variable",38.3,0.150233751639499
"AB","Hot variable",38.4,0.150251732311861
"AB","Hot variable",38.5,0.150252630366169
"AB","Hot variable",38.6,0.150236335312792
"AB","Hot variable",38.7,0.1502027366621
"AB","Hot variable",38.8,0.150151723924462
"AB","Hot variable",38.9,0.150083186610248
"AB","Hot variable",39,0.149997014229829
"AB","Hot variable",39.1,0.149893096293573
"AB","Hot variable",39.2,0.14977132231185
"AB","Hot variable",39.3,0.14963158179503
"AB","Hot variable",39.4,0.149473764253482
"AB","Hot variable",39.5,0.149297759197577
"AB","Hot variable",39.6,0.149103456137683
"AB","Hot variable",39.7,0.148890744584171
"AB","Hot variable",39.8,0.14865951404741
"AB","Hot variable",39.9,0.148409654037769
"AB","Hot variable",40,0.148141054065619
"AB","Hot variable",40.1,0.147853603641329
"AB","Hot variable",40.2,0.147547192275269
"AB","Hot variable",40.3,0.147221709477808
"AB","Hot variable",40.4,0.146877044759315
"AB","Hot variable",40.5,0.146513087630162
"AB","Hot variable",40.6,0.146129727600717
"AB","Hot variable",40.7,0.14572685418135
"AB","Hot variable",40.8,0.14530435688243
"AB","Hot variable",40.9,0.144862125214328
"AB","Hot variable",41,0.144400048687413
"AB","Hot variable",41.1,0.143918016812054
"AB","Hot variable",41.2,0.143415919098621
"AB","Hot variable",41.3,0.142893645057484
"AB","Hot variable",41.4,0.142351084199013
"AB","Hot variable",41.5,0.141788126033577
"AB","Hot variable",41.6,0.141204660071546
"AB","Hot variable",41.7,0.140600575823289
"AB","Hot variable",41.8,0.139975762799176
"AB","Hot variable",41.9,0.139330110509577
"AB","Hot variable",42,0.138663508464862
"AB","Hot variable",42.1,0.137975846175399
"AB","Hot variable",42.2,0.13726701315156
"AB","Hot variable",42.3,0.136536898903712
"AB","Hot variable",42.4,0.135785392942227
"AB","Hot variable",42.5,0.135012384777474
"AB","Hot variable",42.6,0.134176821154248
"AB","Hot variable",42.7,0.133240329003225
"AB","Hot variable",42.8,0.132206818113592
"AB","Hot variable",42.9,0.131080198274537
"AB","Hot variable",43,0.129864379275246
"AB","Hot variable",43.1,0.128563270904906
"AB","Hot variable",43.2,0.127180782952705
"AB","Hot variable",43.3,0.12572082520783
"AB","Hot variable",43.4,0.124187307459469
"AB","Hot variable",43.5,0.122584139496808
"AB","Hot variable",43.6,0.120915231109035
"AB","Hot variable",43.7,0.119184492085336
"AB","Hot variable",43.8,0.1173958322149
"AB","Hot variable",43.9,0.115553161286914
"AB","Hot variable",44,0.113660389090564
"AB","Hot variable",44.1,0.111721425415037
"AB","Hot variable",44.2,0.109740180049522
"AB","Hot variable",44.3,0.107720562783205
"AB","Hot variable",44.4,0.105666483405274
"AB","Hot variable",44.5,0.103581851704916
"AB","Hot variable",44.6,0.101470577471317
"AB","Hot variable",44.7,0.0993365704936656
"AB","Hot variable",44.8,0.0971837405611485
"AB","Hot variable",44.9,0.0950159974629531
"AB","Hot variable",45,0.0928372509882667
"AB","Hot variable",45.1,0.0906514109262763
"AB","Hot variable",45.2,0.0884623870661691
"AB","Hot variable",45.3,0.0862740891971325
"AB","Hot variable",45.4,0.0840904271083536
"AB","Hot variable",45.5,0.0819153105890198
"AB","Hot variable",45.6,0.079752649428318
"AB","Hot variable",45.7,0.0776063534154357
"AB","Hot variable",45.8,0.07548033233956
"AB","Hot variable",45.9,0.0733784959898782
"AB","Hot variable",46,0.0713047541555776
"AB","Hot variable",46.1,0.0692630166258452
"AB","Hot variable",46.2,0.0672571931898683
"AB","Hot variable",46.3,0.0652911936368341
"AB","Hot variable",46.4,0.06336892775593
"AB","Hot variable",46.5,0.0614943053363431
"AB","Hot variable",46.6,0.0596712361672606
"AB","Hot variable",46.7,0.0579036300378697
"AB","Hot variable",46.8,0.0561953967373576
"AB","Hot variable",46.9,0.0545504460549117
"AB","Hot variable",47,0.0529726877797192
"AB","Hot variable",47.1,0.0514660317009671
"AB","Hot variable",47.2,0.0500343876078427
"AB","Hot variable",47.3,0.0486816652895333
"AB","Hot variable",47.4,0.0474117745352262
"AB","Hot variable",47.5,0.0462286251341085
"AB","Hot variable",47.6,0.0450901333329476
"AB","Hot variable",47.7,0.0439519287653737
"AB","Hot variable",47.8,0.042814491300868
"AB","Hot variable",47.9,0.0416783008089119
"AB","Hot variable",48,0.0405438371589868
"AB","Hot variable",48.1,0.0394115802205738
"AB","Hot variable",48.2,0.0382820098631545
"AB","Hot variable",48.3,0.03715560595621
"AB","Hot variable",48.4,0.0360328483692218
"AB","Hot variable",48.5,0.0349142169716711
"AB","Hot variable",48.6,0.0338001916330393
"AB","Hot variable",48.7,0.0326912522228076
"AB","Hot variable",48.8,0.0315878786104575
"AB","Hot variable",48.9,0.0304905506654702
"AB","Hot variable",49,0.0293997482573271
"AB","Hot variable",49.1,0.0283159512555094
"AB","Hot variable",49.2,0.0272396395294986
"AB","Hot variable",49.3,0.0261712929487759
"AB","Hot variable",49.4,0.0251113913828226
"AB","Hot variable",49.5,0.0240604147011202
"AB","Hot variable",49.6,0.0230188427731498
"AB","Hot variable",49.7,0.0219871554683929
"AB","Hot variable",49.8,0.0209658326563307
"AB","Hot variable",49.9,0.0199553542064446
"AB","Hot variable",50,0.018956199988216
"AB","Hot variable",50.1,0.017968849871126
"AB","Hot variable",50.2,0.016993783724656
"AB","Hot variable",50.3,0.0160314814182875
"AB","Hot variable",50.4,0.0150824228215016
"AB","Hot variable",50.5,0.0141470878037798
"AB","Hot variable",50.6,0.0132259562346033
"AB","Hot variable",50.7,0.0123195079834535
"AB","Hot variable",50.8,0.0114282229198117
"AB","Hot variable",50.9,0.0105525809131592
"AB","Hot variable",51,0.00969306183297738
"AB","Hot variable",51.1,0.00885014554874747
"AB","Hot variable",51.2,0.00802431192995087
"AB","Hot variable",51.3,0.00721604084606887
"AB","Hot variable",51.4,0.00642581216658282
"AB","Hot variable",51.5,0.00565410576097408
"AB","Hot variable",51.6,0.00490140149872387
"AB","Hot variable",51.7,0.00416817924931358
"AB","Hot variable",51.8,0.00345491888222452
"AB","Hot variable",51.9,0.00276210026693802
"AB","Hot variable",52,0.00209020327293545
"AB","Hot variable",52.1,0.00143970776969804
"AB","Hot variable",52.2,0.000811093626707158
"AB","Hot variable",52.3,0.000204840713444137
"AB","Hot variable",52.4,0
"AB","Hot variable",52.5,0
"AB","Hot variable",52.6,0
"AB","Hot variable",52.7,0
"AB","Hot variable",52.8,0
"AB","Hot variable",52.9,0
"AB","Hot variable",53,0
"AB","Hot variable",53.1,0
"AB","Hot variable",53.2,0
"AB","Hot variable",53.3,0
"AB","Hot variable",53.4,0
"AB","Hot variable",53.5,0
"AB","Hot variable",53.6,0
"AB","Hot variable",53.7,0
"AB","Hot variable",53.8,0
"AB","Hot variable",53.9,0
"AB","Hot variable",54,0
"AB","Hot variable",54.1,0
"AB","Hot variable",54.2,0
"AB","Hot variable",54.3,0
"AB","Hot variable",54.4,0
"AB","Hot variable",54.5,0
"AB","Hot variable",54.6,0
"AB","Hot variable",54.7,0
"AB","Hot variable",54.8,0
"AB","Hot variable",54.9,0
"AB","Hot variable",55,0
"AB","Hot variable",55.1,0
"AB","Hot variable",55.2,0
"AB","Hot variable",55.3,0
"AB","Hot variable",55.4,0
"AB","Hot variable",55.5,0
"AB","Hot variable",55.6,0
"AB","Hot variable",55.7,0
"AB","Hot variable",55.8,0
"AB","Hot variable",55.9,0
"AB","Hot variable",56,0
"AB","Hot variable",56.1,0
"AB","Hot variable",56.2,0
"AB","Hot variable",56.3,0
"AB","Hot variable",56.4,0
"AB","Hot variable",56.5,0
"AB","Hot variable",56.6,0
"AB","Hot variable",56.7,0
"AB","Hot variable",56.8,0
"AB","Hot variable",56.9,0
"AB","Hot variable",57,0
"AB","Hot variable",57.1,0
"AB","Hot variable",57.2,0
"AB","Hot variable",57.3,0
"AB","Hot variable",57.4,0
"AB","Hot variable",57.5,0
"AB","Hot variable",57.6,0
"AB","Hot variable",57.7,0
"AB","Hot variable",57.8,0
"AB","Hot variable",57.9,0
"AB","Hot variable",58,0
"AB","Hot variable",58.1,0
"AB","Hot variable",58.2,0
"AB","Hot variable",58.3,0
"AB","Hot variable",58.4,0
"AB","Hot variable",58.5,0
"AB","Hot variable",58.6,0
"AB","Hot variable",58.7,0
"AB","Hot variable",58.8,0
"AB","Hot variable",58.9,0
"AB","Hot variable",59,0
"AB","Hot variable",59.1,0
"AB","Hot variable",59.2,0
"AB","Hot variable",59.3,0
"AB","Hot variable",59.4,0
"AB","Hot variable",59.5,0
"AB","Hot variable",59.6,0
"AB","Hot variable",59.7,0
"AB","Hot variable",59.8,0
"AB","Hot variable",59.9,0
"AB","Hot variable",60,0
"AB","Hot variable",60.1,0
"AB","Hot variable",60.2,0
"AB","Hot variable",60.3,0
"AB","Hot variable",60.4,0
"AB","Hot variable",60.5,0
"AB","Hot variable",60.6,0
"AB","Hot variable",60.7,0
"AB","Hot variable",60.8,0
"AB","Hot variable",60.9,0
"AB","Hot variable",61,0
"AB","Hot variable",61.1,0
"AB","Hot variable",61.2,0
"AB","Hot variable",61.3,0
"AB","Hot variable",61.4,0
"AB","Hot variable",61.5,0
"AB","Hot variable",61.6,0.000224279606056656
"AB","Hot variable",61.7,0.000840139338039277
"AB","Hot variable",61.8,0.00146852454634193
"AB","Hot variable",61.9,0.00210942061147253
"AB","Hot variable",62,0.00276281291393869
"AB","Hot variable",62.1,0.00342868683424842
"AB","Hot variable",62.2,0.00410702775290932
"AB","Hot variable",62.3,0.00479782105042932
"AB","Hot variable",62.4,0.00550105210731633
"AB","Hot variable",62.5,0.00621670630407795
"B","Cold stable",-5,0.0202008386321914
"B","Cold stable",-4.9,0.0178088134406002
"B","Cold stable",-4.8,0.0154625678523647
"B","Cold stable",-4.7,0.0131622839816348
