"Site_initials","Climate profile","Temp_continuous","Proportion_continuous"
"DC","Hot variable",30.6,0.121970781307956
"DC","Hot variable",30.7,0.122636692365609
"DC","Hot variable",30.8,0.123291400801502
"DC","Hot variable",30.9,0.123932221638752
"DC","Hot variable",31,0.124556469900478
"DC","Hot variable",31.1,0.125161460609797
"DC","Hot variable",31.2,0.125744508789829
"DC","Hot variable",31.3,0.126302929463692
"DC","Hot variable",31.4,0.126834037654505
"DC","Hot variable",31.5,0.127335148385384
"DC","Hot variable",31.6,0.12780357667945
"DC","Hot variable",31.7,0.12823663755982
"DC","Hot variable",31.8,0.128631646049612
"DC","Hot variable",31.9,0.128985917171945
"DC","Hot variable",32,0.129296765949938
"DC","Hot variable",32.1,0.129561507406708
"DC","Hot variable",32.2,0.129777456565374
"DC","Hot variable",32.3,0.129941928449055
"DC","Hot variable",32.4,0.130052238080868
"DC","Hot variable",32.5,0.130105700483933
"DC","Hot variable",32.6,0.130147582541125
"DC","Hot variable",32.7,0.130223730695216
"DC","Hot variable",32.8,0.130332329309168
"DC","Hot variable",32.9,0.130471562745941
"DC","Hot variable",33,0.130639615368496
"DC","Hot variable",33.1,0.130834671539794
"DC","Hot variable",33.2,0.131054915622796
"DC","Hot variable",33.3,0.131298531980462
"DC","Hot variable",33.4,0.131563704975754
"DC","Hot variable",33.5,0.131848618971632
"DC","Hot variable",33.6,0.132151458331057
"DC","Hot variable",33.7,0.132470407416989
"DC","Hot variable",33.8,0.132803650592391
"DC","Hot variable",33.9,0.133149372220222
"DC","Hot variable",34,0.133505756663444
"DC","Hot variable",34.1,0.133870988285017
"DC","Hot variable",34.2,0.134243251447902
"DC","Hot variable",34.3,0.134620730515061
"DC","Hot variable",34.4,0.135001609849453
"DC","Hot variable",34.5,0.13538407381404
"DC","Hot variable",34.6,0.135766306771782
"DC","Hot variable",34.7,0.136146493085641
"DC","Hot variable",34.8,0.136522817118577
"DC","Hot variable",34.9,0.136893463233552
"DC","Hot variable",35,0.137256615793525
"DC","Hot variable",35.1,0.137610459161458
"DC","Hot variable",35.2,0.137953177700312
"DC","Hot variable",35.3,0.138282955773047
"DC","Hot variable",35.4,0.138597977742625
"DC","Hot variable",35.5,0.138896427972005
"DC","Hot variable",35.6,0.13917649082415
"DC","Hot variable",35.7,0.13943635066202
"DC","Hot variable",35.8,0.139674191848576
"DC","Hot variable",35.9,0.139888198746778
"DC","Hot variable",36,0.140076555719587
"DC","Hot variable",36.1,0.140237447129965
"DC","Hot variable",36.2,0.140369057340872
"DC","Hot variable",36.3,0.14046957071527
"DC","Hot variable",36.4,0.140537171616117
"DC","Hot variable",36.5,0.140570044406377
"DC","Hot variable",36.6,0.140566373449009
"DC","Hot variable",36.7,0.140524343106975
"DC","Hot variable",36.8,0.140442137743235
"DC","Hot variable",36.9,0.14031794172075
"DC","Hot variable",37,0.14014993940248
"DC","Hot variable",37.1,0.139936315151388
"DC","Hot variable",37.2,0.139675253330433
"DC","Hot variable",37.3,0.139364938302577
"DC","Hot variable",37.4,0.13900355443078
"DC","Hot variable",37.5,0.138589286078003
"DC","Hot variable",37.6,0.138128938040305
"DC","Hot variable",37.7,0.137631280232875
"DC","Hot variable",37.8,0.137097444697369
"DC","Hot variable",37.9,0.136528563475444
"DC","Hot variable",38,0.135925768608756
"DC","Hot variable",38.1,0.135290192138963
"DC","Hot variable",38.2,0.134622966107721
"DC","Hot variable",38.3,0.133925222556686
"DC","Hot variable",38.4,0.133198093527515
"DC","Hot variable",38.5,0.132442711061865
"DC","Hot variable",38.6,0.131660207201392
"DC","Hot variable",38.7,0.130851713987754
"DC","Hot variable",38.8,0.130018363462606
"DC","Hot variable",38.9,0.129161287667605
"DC","Hot variable",39,0.128281618644409
"DC","Hot variable",39.1,0.127380488434673
"DC","Hot variable",39.2,0.126459029080054
"DC","Hot variable",39.3,0.125518372622209
"DC","Hot variable",39.4,0.124559651102794
"DC","Hot variable",39.5,0.123583996563467
"DC","Hot variable",39.6,0.122592541045883
"DC","Hot variable",39.7,0.1215864165917
"DC","Hot variable",39.8,0.120566755242574
"DC","Hot variable",39.9,0.119534689040161
"DC","Hot variable",40,0.118491350026119
"DC","Hot variable",40.1,0.117437870242103
"DC","Hot variable",40.2,0.116375381729771
"DC","Hot variable",40.3,0.11530501653078
"DC","Hot variable",40.4,0.114227906686785
"DC","Hot variable",40.5,0.113145184239444
"DC","Hot variable",40.6,0.112057981230412
"DC","Hot variable",40.7,0.110967429701348
"DC","Hot variable",40.8,0.109874661693907
"DC","Hot variable",40.9,0.108780809249745
"DC","Hot variable",41,0.107687004410521
"DC","Hot variable",41.1,0.10659437921789
"DC","Hot variable",41.2,0.105504065713508
"DC","Hot variable",41.3,0.104417195939033
"DC","Hot variable",41.4,0.103334901936122
"DC","Hot variable",41.5,0.10225831574643
"DC","Hot variable",41.6,0.101188569411614
"DC","Hot variable",41.7,0.100126794973332
"DC","Hot variable",41.8,0.0990741244732395
"DC","Hot variable",41.9,0.0980316899529932
"DC","Hot variable",42,0.09700062345425
"DC","Hot variable",42.1,0.0959820570186663
"DC","Hot variable",42.2,0.0949771226878989
"DC","Hot variable",42.3,0.0939869525036043
"DC","Hot variable",42.4,0.0930126785074393
"DC","Hot variable",42.5,0.0920554327410605
"DC","Hot variable",42.6,0.091074366116699
"DC","Hot variable",42.7,0.090029692389442
"DC","Hot variable",42.8,0.0889241378652297
"DC","Hot variable",42.9,0.0877604288500024
"DC","Hot variable",43,0.0865412916497004
"DC","Hot variable",43.1,0.0852694525702638
"DC","Hot variable",43.2,0.083947637917633
"DC","Hot variable",43.3,0.0825785739977482
"DC","Hot variable",43.4,0.0811649871165496
"DC","Hot variable",43.5,0.0797096035799777
"DC","Hot variable",43.6,0.0782151496939724
"DC","Hot variable",43.7,0.0766843517644742
"DC","Hot variable",43.8,0.0751199360974232
"DC","Hot variable",43.9,0.0735246289987599
"DC","Hot variable",44,0.0719011567744245
"DC","Hot variable",44.1,0.070252245730357
"DC","Hot variable",44.2,0.0685806221724979
"DC","Hot variable",44.3,0.0668890124067874
"DC","Hot variable",44.4,0.0651801427391658
"DC","Hot variable",44.5,0.0634567394755733
"DC","Hot variable",44.6,0.0617215289219502
"DC","Hot variable",44.7,0.0599772373842366
"DC","Hot variable",44.8,0.058226591168373
"DC","Hot variable",44.9,0.0564723165802996
"DC","Hot variable",45,0.0547171399259566
"DC","Hot variable",45.1,0.0529637875112842
"DC","Hot variable",45.2,0.0512149856422228
"DC","Hot variable",45.3,0.0494734606247125
"DC","Hot variable",45.4,0.0477419387646937
"DC","Hot variable",45.5,0.0460231463681067
"DC","Hot variable",45.6,0.0443198097408916
"DC","Hot variable",45.7,0.0426346551889887
"DC","Hot variable",45.8,0.0409704090183383
"DC","Hot variable",45.9,0.0393297975348806
"DC","Hot variable",46,0.0377155470445561
"DC","Hot variable",46.1,0.0361303838533047
"DC","Hot variable",46.2,0.0345770342670668
"DC","Hot variable",46.3,0.0330582245917827
"DC","Hot variable",46.4,0.0315766811333927
"DC","Hot variable",46.5,0.030135130197837
"DC","Hot variable",46.6,0.0287362980910559
"DC","Hot variable",46.7,0.0273829111189895
"DC","Hot variable",46.8,0.0260776955875782
"DC","Hot variable",46.9,0.0248233778027623
"DC","Hot variable",47,0.023622684070482
"DC","Hot variable",47.1,0.0224783406966776
"DC","Hot variable",47.2,0.0213930739872892
"DC","Hot variable",47.3,0.0203696102482572
"DC","Hot variable",47.4,0.0194106757855218
"DC","Hot variable",47.5,0.0185189969050234
"DC","Hot variable",47.6,0.0176726196937985
"DC","Hot variable",47.7,0.0168474638672582
"DC","Hot variable",47.8,0.0160430661739043
"DC","Hot variable",47.9,0.0152589633622389
"DC","Hot variable",48,0.0144946921807637
"DC","Hot variable",48.1,0.0137497893779806
"DC","Hot variable",48.2,0.0130237917023916
"DC","Hot variable",48.3,0.0123162359024985
"DC","Hot variable",48.4,0.0116266587268033
"DC","Hot variable",48.5,0.0109545969238078
"DC","Hot variable",48.6,0.0102995872420138
"DC","Hot variable",48.7,0.00966116642992341
"DC","Hot variable",48.8,0.00903887123603834
"DC","Hot variable",48.9,0.00843223840886056
"DC","Hot variable",49,0.00784080469689198
"DC","Hot variable",49.1,0.00726410684863441
"DC","Hot variable",49.2,0.00670168161258979
"DC","Hot variable",49.3,0.00615306573725999
"DC","Hot variable",49.4,0.00561779597114693
"DC","Hot variable",49.5,0.00509540906275252
"DC","Hot variable",49.6,0.00458544176057857
"DC","Hot variable",49.7,0.00408743081312701
"DC","Hot variable",49.8,0.00360091296889974
"DC","Hot variable",49.9,0.00312542497639865
"DC","Hot variable",50,0.00266050358412565
"DC","Hot variable",50.1,0.00220568554058257
"DC","Hot variable",50.2,0.00176050759427134
"DC","Hot variable",50.3,0.00132450649369384
"DC","Hot variable",50.4,0.000897218987351963
"DC","Hot variable",50.5,0.000478181823747634
"DC","Hot variable",50.6,6.69317513826741e-05
"DC","Hot variable",50.7,0
"DC","Hot variable",50.8,0
"DC","Hot variable",50.9,0
"DC","Hot variable",51,0
"DC","Hot variable",51.1,0
"DC","Hot variable",51.2,0
"DC","Hot variable",51.3,0
"DC","Hot variable",51.4,0
"DC","Hot variable",51.5,0
"DC","Hot variable",51.6,0
"DC","Hot variable",51.7,0
"DC","Hot variable",51.8,0
"DC","Hot variable",51.9,0
"DC","Hot variable",52,0
"DC","Hot variable",52.1,0
"DC","Hot variable",52.2,0
"DC","Hot variable",52.3,0
"DC","Hot variable",52.4,0
"DC","Hot variable",52.5,0
"DC","Hot variable",52.6,0
"DC","Hot variable",52.7,0
"DC","Hot variable",52.8,0
"DC","Hot variable",52.9,0
"DC","Hot variable",53,0
"DC","Hot variable",53.1,0
"DC","Hot variable",53.2,0
"DC","Hot variable",53.3,0
"DC","Hot variable",53.4,0
"DC","Hot variable",53.5,0
"DC","Hot variable",53.6,0
"DC","Hot variable",53.7,0
"DC","Hot variable",53.8,0
"DC","Hot variable",53.9,0
"DC","Hot variable",54,0
"DC","Hot variable",54.1,0
"DC","Hot variable",54.2,0
"DC","Hot variable",54.3,0
"DC","Hot variable",54.4,0
"DC","Hot variable",54.5,0
"DC","Hot variable",54.6,0
"DC","Hot variable",54.7,0
"DC","Hot variable",54.8,0
"DC","Hot variable",54.9,0
"DC","Hot variable",55,0
"DC","Hot variable",55.1,0
"DC","Hot variable",55.2,0
"DC","Hot variable",55.3,0
"DC","Hot variable",55.4,0
"DC","Hot variable",55.5,0
"DC","Hot variable",55.6,0
"DC","Hot variable",55.7,0
"DC","Hot variable",55.8,0
"DC","Hot variable",55.9,0
"DC","Hot variable",56,0
"DC","Hot variable",56.1,0
"DC","Hot variable",56.2,0
"DC","Hot variable",56.3,0
"DC","Hot variable",56.4,0
"DC","Hot variable",56.5,0
"DC","Hot variable",56.6,0
"DC","Hot variable",56.7,0
"DC","Hot variable",56.8,0
"DC","Hot variable",56.9,0
"DC","Hot variable",57,0
"DC","Hot variable",57.1,0
"DC","Hot variable",57.2,0
"DC","Hot variable",57.3,0
"DC","Hot variable",57.4,0
"DC","Hot variable",57.5,0
"DC","Hot variable",57.6,0
"DC","Hot variable",57.7,0
"DC","Hot variable",57.8,0
"DC","Hot variable",57.9,0
"DC","Hot variable",58,0
"DC","Hot variable",58.1,0
"DC","Hot variable",58.2,0
"DC","Hot variable",58.3,0
"DC","Hot variable",58.4,0
"DC","Hot variable",58.5,0
"DC","Hot variable",58.6,0
"DC","Hot variable",58.7,0
"DC","Hot variable",58.8,0
"DC","Hot variable",58.9,0
"DC","Hot variable",59,0
"DC","Hot variable",59.1,0
"DC","Hot variable",59.2,0
"DC","Hot variable",59.3,0
"DC","Hot variable",59.4,0
"DC","Hot variable",59.5,0
"DC","Hot variable",59.6,0
"DC","Hot variable",59.7,0
"DC","Hot variable",59.8,0
"DC","Hot variable",59.9,0
"DC","Hot variable",60,0
"DC","Hot variable",60.1,0
"DC","Hot variable",60.2,0
"DC","Hot variable",60.3,0
"DC","Hot variable",60.4,0
"DC","Hot variable",60.5,0
"DC","Hot variable",60.6,0
"DC","Hot variable",60.7,0
"DC","Hot variable",60.8,0
"DC","Hot variable",60.9,0
"DC","Hot variable",61,0
"DC","Hot variable",61.1,0
"DC","Hot variable",61.2,0
"DC","Hot variable",61.3,0
"DC","Hot variable",61.4,0.000293466610180248
"DC","Hot variable",61.5,0.000779783089157318
"DC","Hot variable",61.6,0.001274839932562
"DC","Hot variable",61.7,0.00177862089039015
"DC","Hot variable",61.8,0.00229110971263787
"DC","Hot variable",61.9,0.00281229014930123
"DC","Hot variable",62,0.00334214595037611
"DC","Hot variable",62.1,0.00388066086585865
"DC","Hot variable",62.2,0.00442781864574472
"DC","Hot variable",62.3,0.00498360304003042
"DC","Hot variable",62.4,0.00554799779871182
"DC","Hot variable",62.5,0.00612098667178479
"EC","Hot variable",-5,0.0139987340399882
"EC","Hot variable",-4.9,0.0126591316098319
"EC","Hot variable",-4.8,0.0113434431831718
"EC","Hot variable",-4.7,0.0100515170463645
"EC","Hot variable",-4.6,0.00878320148576677
"EC","Hot variable",-4.5,0.00753834478773522
"EC","Hot variable",-4.4,0.00631679523862656
"EC","Hot variable",-4.3,0.00511840112479745
"EC","Hot variable",-4.2,0.0039430107326046
"EC","Hot variable",-4.1,0.00279047234840466
"EC","Hot variable",-4,0.00166063425855433
"EC","Hot variable",-3.9,0.000553344749410287
"EC","Hot variable",-3.8,0
"EC","Hot variable",-3.7,0
"EC","Hot variable",-3.6,0
"EC","Hot variable",-3.5,0
"EC","Hot variable",-3.4,0
"EC","Hot variable",-3.3,0
"EC","Hot variable",-3.2,0
"EC","Hot variable",-3.1,0
"EC","Hot variable",-3,0
"EC","Hot variable",-2.9,0
"EC","Hot variable",-2.8,0
"EC","Hot variable",-2.7,0
"EC","Hot variable",-2.6,0
"EC","Hot variable",-2.5,0
"EC","Hot variable",-2.4,0
"EC","Hot variable",-2.3,0
"EC","Hot variable",-2.2,0
"EC","Hot variable",-2.1,0
"EC","Hot variable",-2,0
"EC","Hot variable",-1.9,0
"EC","Hot variable",-1.8,0
"EC","Hot variable",-1.7,0
"EC","Hot variable",-1.6,0
"EC","Hot variable",-1.5,0
"EC","Hot variable",-1.4,0
"EC","Hot variable",-1.3,0
"EC","Hot variable",-1.2,0
"EC","Hot variable",-1.1,0
"EC","Hot variable",-1,0
"EC","Hot variable",-0.899999999999999,0
"EC","Hot variable",-0.8,0
"EC","Hot variable",-0.7,0
"EC","Hot variable",-0.6,0
"EC","Hot variable",-0.5,0
"EC","Hot variable",-0.399999999999999,0
"EC","Hot variable",-0.3,0
"EC","Hot variable",-0.199999999999999,0
"EC","Hot variable",-0.0999999999999996,0
"EC","Hot variable",0,0
"EC","Hot variable",0.100000000000001,0
"EC","Hot variable",0.2,0
"EC","Hot variable",0.300000000000001,0
"EC","Hot variable",0.4,0
"EC","Hot variable",0.5,0
"EC","Hot variable",0.600000000000001,0
"EC","Hot variable",0.7,0
"EC","Hot variable",0.800000000000001,0
"EC","Hot variable",0.9,0
"EC","Hot variable",1,0
"EC","Hot variable",1.1,0
"EC","Hot variable",1.2,0
"EC","Hot variable",1.3,0
"EC","Hot variable",1.4,0
"EC","Hot variable",1.5,0
"EC","Hot variable",1.6,0
"EC","Hot variable",1.7,0
"EC","Hot variable",1.8,0
"EC","Hot variable",1.9,0
"EC","Hot variable",2,0
"EC","Hot variable",2.1,0
"EC","Hot variable",2.2,0
"EC","Hot variable",2.3,0
"EC","Hot variable",2.4,0
"EC","Hot variable",2.5,0
"EC","Hot variable",2.6,0
"EC","Hot variable",2.7,0
"EC","Hot variable",2.8,0
"EC","Hot variable",2.9,0
"EC","Hot variable",3,0
"EC","Hot variable",3.1,0
"EC","Hot variable",3.2,0
"EC","Hot variable",3.3,0
"EC","Hot variable",3.4,0
"EC","Hot variable",3.5,0
"EC","Hot variable",3.6,0
"EC","Hot variable",3.7,0
"EC","Hot variable",3.8,0
"EC","Hot variable",3.9,0
"EC","Hot variable",4,0
"EC","Hot variable",4.1,0
"EC","Hot variable",4.2,0
"EC","Hot variable",4.3,0
"EC","Hot variable",4.4,0
"EC","Hot variable",4.5,0
"EC","Hot variable",4.6,0
"EC","Hot variable",4.7,0
"EC","Hot variable",4.8,0
"EC","Hot variable",4.9,0
"EC","Hot variable",5,0
"EC","Hot variable",5.1,0
"EC","Hot variable",5.2,0
"EC","Hot variable",5.3,0
"EC","Hot variable",5.4,0
"EC","Hot variable",5.5,0
"EC","Hot variable",5.6,0
"EC","Hot variable",5.7,0
"EC","Hot variable",5.8,0
"EC","Hot variable",5.9,0
"EC","Hot variable",6,0
"EC","Hot variable",6.1,0
"EC","Hot variable",6.2,0
"EC","Hot variable",6.3,0.0010532870402326
"EC","Hot variable",6.4,0.00226220199864926
"EC","Hot variable",6.5,0.00350862321348987
"EC","Hot variable",6.6,0.00479337826746001
"EC","Hot variable",6.7,0.0061172947432652
"EC","Hot variable",6.8,0.00748120022361101
"EC","Hot variable",6.9,0.00888592229120298
"EC","Hot variable",7,0.0103322885287467
"EC","Hot variable",7.1,0.0118211265189477
"EC","Hot variable",7.2,0.0133532638445115
"EC","Hot variable",7.3,0.0149295280881436
"EC","Hot variable",7.4,0.0165507468325497
"EC","Hot variable",7.5,0.0182177476604353
"EC","Hot variable",7.6,0.0199853327171118
"EC","Hot variable",7.7,0.0219037104685264
"EC","Hot variable",7.8,0.0239668179783388
"EC","Hot variable",7.9,0.0261685923102086
"EC","Hot variable",8,0.0285029705277954
"EC","Hot variable",8.1,0.0309638896947589
"EC","Hot variable",8.2,0.0335452868747586
"EC","Hot variable",8.3,0.0362410991314541
"EC","Hot variable",8.4,0.0390452635285051
"EC","Hot variable",8.5,0.0419517171295712
"EC","Hot variable",8.6,0.0449543969983121
"EC","Hot variable",8.7,0.0480472401983872
"EC","Hot variable",8.8,0.0512241837934562
"EC","Hot variable",8.9,0.0544791648471787
"EC","Hot variable",9,0.0578061204232144
"EC","Hot variable",9.1,0.0611989875852229
"EC","Hot variable",9.2,0.0646517033968637
"EC","Hot variable",9.3,0.0681582049217965
"EC","Hot variable",9.4,0.0717124292236809
"EC","Hot variable",9.5,0.0753083133661765
"EC","Hot variable",9.6,0.0789397944129429
"EC","Hot variable",9.7,0.0826008094276398
"EC","Hot variable",9.8,0.0862852954739266
"EC","Hot variable",9.9,0.0899871896154631
"EC","Hot variable",10,0.0937004289159089
"EC","Hot variable",10.1,0.0974189504389236
"EC","Hot variable",10.2,0.101136691248167
"EC","Hot variable",10.3,0.104847588407298
"EC","Hot variable",10.4,0.108545578979977
"EC","Hot variable",10.5,0.112224600029863
"EC","Hot variable",10.6,0.115878588620616
"EC","Hot variable",10.7,0.119501481815896
"EC","Hot variable",10.8,0.123087216679362
"EC","Hot variable",10.9,0.126629730274674
"EC","Hot variable",11,0.130122959665491
"EC","Hot variable",11.1,0.133560841915473
"EC","Hot variable",11.2,0.13693731408828
"EC","Hot variable",11.3,0.140246313247571
"EC","Hot variable",11.4,0.143481776457005
"EC","Hot variable",11.5,0.146637640780243
"EC","Hot variable",11.6,0.149707843280945
"EC","Hot variable",11.7,0.152686321022769
"EC","Hot variable",11.8,0.155567011069375
"EC","Hot variable",11.9,0.158343850484423
"EC","Hot variable",12,0.161010776331572
"EC","Hot variable",12.1,0.163561725674483
"EC","Hot variable",12.2,0.165990635576815
"EC","Hot variable",12.3,0.168291443102226
"EC","Hot variable",12.4,0.170458085314378
"EC","Hot variable",12.5,0.172484499276929
"EC","Hot variable",12.6,0.174477063084337
"EC","Hot variable",12.7,0.176543402497008
"EC","Hot variable",12.8,0.178679326077526
"EC","Hot variable",12.9,0.180880642388472
"EC","Hot variable",13,0.183143159992432
"EC","Hot variable",13.1,0.185462687451987
"EC","Hot variable",13.2,0.187835033329721
"EC","Hot variable",13.3,0.190256006188218
"EC","Hot variable",13.4,0.19272141459006
"EC","Hot variable",13.5,0.195227067097831
"EC","Hot variable",13.6,0.197768772274114
"EC","Hot variable",13.7,0.200342338681493
"EC","Hot variable",13.8,0.202943574882549
"EC","Hot variable",13.9,0.205568289439867
"EC","Hot variable",14,0.208212290916031
"EC","Hot variable",14.1,0.210871387873622
"EC","Hot variable",14.2,0.213541388875224
"EC","Hot variable",14.3,0.216218102483421
"EC","Hot variable",14.4,0.218897337260796
"EC","Hot variable",14.5,0.221574901769932
"EC","Hot variable",14.6,0.224246604573412
"EC","Hot variable",14.7,0.226908254233819
"EC","Hot variable",14.8,0.229555659313737
"EC","Hot variable",14.9,0.232184628375749
"EC","Hot variable",15,0.234790969982438
"EC","Hot variable",15.1,0.237370492696387
"EC","Hot variable",15.2,0.23991900508018
"EC","Hot variable",15.3,0.242432315696399
"EC","Hot variable",15.4,0.244906233107629
"EC","Hot variable",15.5,0.247336565876451
"EC","Hot variable",15.6,0.24971912256545
"EC","Hot variable",15.7,0.252049711737209
"EC","Hot variable",15.8,0.25432414195431
"EC","Hot variable",15.9,0.256538221779338
"EC","Hot variable",16,0.258687759774874
"EC","Hot variable",16.1,0.260768564503503
"EC","Hot variable",16.2,0.262776444527808
"EC","Hot variable",16.3,0.264707208410372
"EC","Hot variable",16.4,0.266556664713778
"EC","Hot variable",16.5,0.268320622000609
"EC","Hot variable",16.6,0.269994888833449
"EC","Hot variable",16.7,0.271575273774881
"EC","Hot variable",16.8,0.273057585387487
"EC","Hot variable",16.9,0.274437632233852
"EC","Hot variable",17,0.275711222876559
"EC","Hot variable",17.1,0.27687416587819
"EC","Hot variable",17.2,0.277922269801329
"EC","Hot variable",17.3,0.278851343208559
"EC","Hot variable",17.4,0.279657194662464
"EC","Hot variable",17.5,0.280335632725626
"EC","Hot variable",17.6,0.280879685389026
"EC","Hot variable",17.7,0.28128819453305
"EC","Hot variable",17.8,0.281565689554392
"EC","Hot variable",17.9,0.281716699849743
"EC","Hot variable",18,0.281745754815796
"EC","Hot variable",18.1,0.281657383849244
"EC","Hot variable",18.2,0.281456116346778
"EC","Hot variable",18.3,0.281146481705092
"EC","Hot variable",18.4,0.280733009320878
"EC","Hot variable",18.5,0.280220228590829
"EC","Hot variable",18.6,0.279612668911636
"EC","Hot variable",18.7,0.278914859679992
"EC","Hot variable",18.8,0.278131330292591
"EC","Hot variable",18.9,0.277266610146123
"EC","Hot variable",19,0.276325228637283
"EC","Hot variable",19.1,0.275311715162762
"EC","Hot variable",19.2,0.274230599119252
"EC","Hot variable",19.3,0.273086409903447
"EC","Hot variable",19.4,0.271883676912039
"EC","Hot variable",19.5,0.27062692954172
"EC","Hot variable",19.6,0.269320697189182
"EC","Hot variable",19.7,0.267969509251119
"EC","Hot variable",19.8,0.266577895124222
"EC","Hot variable",19.9,0.265150384205185
"EC","Hot variable",20,0.263691505890699
"EC","Hot variable",20.1,0.262205789577457
"EC","Hot variable",20.2,0.260697764662152
"EC","Hot variable",20.3,0.259171960541476
"EC","Hot variable",20.4,0.257632906612122
"EC","Hot variable",20.5,0.256085132270781
"EC","Hot variable",20.6,0.254533166914147
"EC","Hot variable",20.7,0.252981539938912
"EC","Hot variable",20.8,0.251434780741769
"EC","Hot variable",20.9,0.24989741871941
"EC","Hot variable",21,0.248373983268527
"EC","Hot variable",21.1,0.246869003785812
"EC","Hot variable",21.2,0.24538700966796
"EC","Hot variable",21.3,0.243932530311661
"EC","Hot variable",21.4,0.242510095113609
"EC","Hot variable",21.5,0.241124233470495
"EC","Hot variable",21.6,0.239779474779013
"EC","Hot variable",21.7,0.238480348435855
"EC","Hot variable",21.8,0.237231383837713
"EC","Hot variable",21.9,0.236037110381279
"EC","Hot variable",22,0.234902057463247
"EC","Hot variable",22.1,0.233830754480309
"EC","Hot variable",22.2,0.232827730829157
"EC","Hot variable",22.3,0.231897515906484
"EC","Hot variable",22.4,0.231044639108981
"EC","Hot variable",22.5,0.230273629833343
"EC","Hot variable",22.6,0.229513961309138
"EC","Hot variable",22.7,0.228693548060987
"EC","Hot variable",22.8,0.227814581428156
"EC","Hot variable",22.9,0.226879252749913
"EC","Hot variable",23,0.225889753365525
"EC","Hot variable",23.1,0.22484827461426
"EC","Hot variable",23.2,0.223757007835384
"EC","Hot variable",23.3,0.222618144368164
"EC","Hot variable",23.4,0.221433875551868
"EC","Hot variable",23.5,0.220206392725764
"EC","Hot variable",23.6,0.218937887229117
"EC","Hot variable",23.7,0.217630550401196
"EC","Hot variable",23.8,0.216286573581267
"EC","Hot variable",23.9,0.214908148108599
"EC","Hot variable",24,0.213497465322457
"EC","Hot variable",24.1,0.21205671656211
"EC","Hot variable",24.2,0.210588093166824
"EC","Hot variable",24.3,0.209093786475866
"EC","Hot variable",24.4,0.207575987828505
"EC","Hot variable",24.5,0.206036888564006
"EC","Hot variable",24.6,0.204478680021637
"EC","Hot variable",24.7,0.202903553540666
"EC","Hot variable",24.8,0.20131370046036
"EC","Hot variable",24.9,0.199711312119985
"EC","Hot variable",25,0.19809857985881
"EC","Hot variable",25.1,0.1964776950161
"EC","Hot variable",25.2,0.194850848931124
"EC","Hot variable",25.3,0.193220232943149
"EC","Hot variable",25.4,0.191588038391441
"EC","Hot variable",25.5,0.189956456615268
"EC","Hot variable",25.6,0.188327678953898
"EC","Hot variable",25.7,0.186703896746596
"EC","Hot variable",25.8,0.185087301332632
"EC","Hot variable",25.9,0.183480084051271
"EC","Hot variable",26,0.181884436241781
"EC","Hot variable",26.1,0.180302549243429
"EC","Hot variable",26.2,0.178736614395483
"EC","Hot variable",26.3,0.177188823037209
"EC","Hot variable",26.4,0.175661366507875
"EC","Hot variable",26.5,0.174156436146748
"EC","Hot variable",26.6,0.172676223293095
"EC","Hot variable",26.7,0.171222919286183
"EC","Hot variable",26.8,0.16979871546528
"EC","Hot variable",26.9,0.168405803169653
"EC","Hot variable",27,0.167046373738569
"EC","Hot variable",27.1,0.165722618511295
"EC","Hot variable",27.2,0.164436728827098
"EC","Hot variable",27.3,0.163190896025245
"EC","Hot variable",27.4,0.161987311445005
"EC","Hot variable",27.5,0.160828166425643
"EC","Hot variable",27.6,0.159715111157814
"EC","Hot variable",27.7,0.158647085186967
"EC","Hot variable",27.8,0.157622213884562
"EC","Hot variable",27.9,0.15663862262206
"EC","Hot variable",28,0.155694436770921
"EC","Hot variable",28.1,0.154787781702606
"EC","Hot variable",28.2,0.153916782788574
"EC","Hot variable",28.3,0.153079565400287
"EC","Hot variable",28.4,0.152274254909205
"EC","Hot variable",28.5,0.151498976686789
"EC","Hot variable",28.6,0.150751856104498
"EC","Hot variable",28.7,0.150031018533793
"EC","Hot variable",28.8,0.149334589346135
"EC","Hot variable",28.9,0.148660693912984
"EC","Hot variable",29,0.148007457605801
"EC","Hot variable",29.1,0.147373005796045
"EC","Hot variable",29.2,0.146755463855179
"EC","Hot variable",29.3,0.14615295715466
"EC","Hot variable",29.4,0.145563611065952
"EC","Hot variable",29.5,0.144985550960512
"EC","Hot variable",29.6,0.144416902209803
"EC","Hot variable",29.7,0.143855790185285
"EC","Hot variable",29.8,0.143300340258418
"EC","Hot variable",29.9,0.142748677800662
"EC","Hot variable",30,0.142198928183478
"EC","Hot variable",30.1,0.141649216778326
"EC","Hot variable",30.2,0.141097668956667
"EC","Hot variable",30.3,0.140542410089962
"EC","Hot variable",30.4,0.13998156554967
"EC","Hot variable",30.5,0.139413260707252
"EC","Hot variable",30.6,0.138835620934169
"EC","Hot variable",30.7,0.13824677160188
"EC","Hot variable",30.8,0.137644838081847
"EC","Hot variable",30.9,0.13702794574553
"EC","Hot variable",31,0.13639421996439
"EC","Hot variable",31.1,0.135741786109886
"EC","Hot variable",31.2,0.135068769553479
"EC","Hot variable",31.3,0.134373295666629
"EC","Hot variable",31.4,0.133653489820798
"EC","Hot variable",31.5,0.132907477387445
"EC","Hot variable",31.6,0.132133383738031
